Unnamed: 0,data,day,uid,week_per_uid
56,"There wasn't much shift as really I was just going to class. Going to Sanborn for a while was interesting and I should try going there more. i enjoyed meeting with the genetic counseling, that definitely shifted my perspective of what I can do in my career, the research aspect was very exciting and eye opening to me.",2024-02-05,t0005@sreflect,1
57,"walking helps me clear my head and get some fresh air. I also enjoy the company of friends while walking. When feeling overwhelmed with work or when I need a change of scene, I tend to take a light stroll which helps me a lot.",2024-02-05,t0006@sreflect,1
58,"Take a walk, talk to friends face to face. Go for a stroll to ID birds.",2024-02-05,t0007@sreflect,1
59,"I could probably find ways to stop the scroll, but I just feel so mentally exhausted that I fall into traps of doomscrolling.",2024-02-05,t0004@sreflect,1
60,"I mostly just sat in one place and worked on my paper. I was pretty motivated today and didn't have much stress writing. However, I do think I should had walk around more.",2024-02-06,t0009@sreflect,1
61,"It allowed me to take a break from research work, and in the process, I gained new insults that are useful to my work.",2024-02-06,t0003@sreflect,1
62,"I could start actually journaling again. that is something that would probably be good for me. Or drawing , I think I made drawing unfun by being too much of a perfectionist about it. Journaling and doing it with nice handwriting so I enjoy it would be a good thing to bring back and also handwriting some of my stories. I enjoyed doing that in high school and I should get a new notebook for it. Also doing more yoga outside of just my yoga class would be good.",2024-02-06,t0005@sreflect,1
63,"I've been writing my thesis proposal. Have made a lot of progress, but I'm wishing I had more time to ski or read ACOTAR.",2024-02-06,t0010@sreflect,1
64,"I've spent a lot of time writing my thesis proposal this week, which has probably kept me off my phone. I wish I had more time for skiing and reading for fun.",2024-02-06,t0010@sreflect,1
65,"I will try to finish up my work early tonight and go to bed soon. So, when I wake up tomorrow for class, I will get around 8 hours of sleep. This should help make me feel refreshed tomorrow for a new set of experiments I'm planning on doing tomorrow!",2024-02-06,t0006@sreflect,1
66,My mom. she knows all of my secrets and everything that I do. she always has my back.,2024-02-06,t0007@sreflect,1
67,"This would be an evening with a long warm bath, a satisfying meal, watching something on Netflix, and then going to bed with a book to read, reducing the lights before going to bed. 10 minutes of meditation would also be helpful. I took meditation classes last term, and it helped to improve my sleep quality. So, after all of that, maybe a cup of tea to close the day. It's hard to create a routine like this when on the next day we have work and deadlines and classes.",2024-02-06,t0008@sreflect,1
68,"Since I watch youtube videos too long, I might consider blocking the app. This has worked for several days, but I would get back to the app shortly. A better approach could be setting a time for myself dedicated to work and using the app for a limited amount of time.",2024-02-06,t0012@sreflect,1
69,They benefit me by giving me the opportunity to take breaks from work and rejuvenate my mind.,2024-02-06,t0004@sreflect,1
70,"I've had a nice relaxing day in which I could finish some outstanding tasks around the apartment, and was able to finish a Lego project",2024-02-06,t0011@sreflect,1
71,"Yoga would be really good. I've been practicing some yoga at least once a week, and it has been helping me to stretch and calm down (although not enough for the whole week). I might try tonight to relax since I have an upcoming exam.",2024-02-07,t0008@sreflect,1
72,"I've not explored any new spots, but I did socialize a lot more with my lab mates then normal, which I liked a lot",2024-02-07,t0011@sreflect,1
73,It has allowed me to think and internalize concepts more intently. It's great for my research work indeed 😁,2024-02-07,t0003@sreflect,1
74,"On Monday I talked to person from my cancer scholars group who is in the same concentration I am, so that is cool. K and I keep trying to hang out but it hasn't worked out due to scheduling. I ran into him today and he does seem actually interested in talking to me and interacting with me which I really appreciate. Also, I enjoy working with Ainsley in the lab. I wonder if they talk like that with everyone or if we have special connection. I like to think that we have a special connection.",2024-02-07,t0005@sreflect,1
75,A cafe in downtown. Met a dog there that made me forget all the worries of the day. helped me realise that it's the little things in life that matter the most.,2024-02-07,t0006@sreflect,1
76,"today was a lot like yesterday, I mainly worked at home all day. I was able to take a break at 5 pm. Hopefully, tomorrow, when I get to campus, I'll get up on my feet more often and socialize.",2024-02-07,t0009@sreflect,1
77,A meeting I had with my boss made me feel better about some of the problems I've been having lately. helped with validating that certain things are out of my control.,2024-02-07,t0010@sreflect,1
78,go to library and find a place where I can focus solely on my work,2024-02-07,t0012@sreflect,1
79,"This may make my connections feel less meaningful. My phone died, so that may reflect poorly on my social interaction.",2024-02-07,t0004@sreflect,1
80,"I am a part of Sugarplum and Club Taekwondo, so I go to the gym almost every day.",2024-02-07,t0007@sreflect,1
81,"I did not really have a positive online interaction today. My screen time went up because that's how I procrastinate on assignments. That's one ways I can let my mind of things, but of course it is a bad habit because it only makes me more stressed at the end of the day. My screen time also went up because my partner who has been visiting me the past two weeks have just left, which is why I get less social interactions now. I also try to distract myself from how much I miss him by being online.",2024-02-07,t0002@sreflect,1
82,I can go on more nature walks! And try to have in person conversations with friends,2024-02-08,t0004@sreflect,2
83,"It has been really tough to get out of bed lately. Also I'm pretty much busy all day so I'm not motivated to keep my mornings busy. I feel like I'm constantly sucked into things I do not want to be a part of. I feel like I am losing control and staying in during the mornings do not necessarily help, but at least I can rest.",2024-02-08,t0002@sreflect,2
84,"More walking keeps me energetic and busy. if I just sit in one place, I tend to get tired of my work and eventually get distracted. So taking a small walk around the lab or house helps me stay focused and more productive.",2024-02-08,t0006@sreflect,1
85,"I feel like I was really busy today, so honestly surprised my screen time went up, maybe related to doing some work things on my phone. Maybe I could spend some less time on Instagram throughout the day.",2024-02-08,t0010@sreflect,1
86,"It keeps my blood flowing, which is good for my overall health. Though I think I need to work out a little more.",2024-02-08,t0003@sreflect,2
87,"I didn't end up going to campus today so it was a little like yesterday. however, today I was able to socialize for a while over zoom. I talked to a new graduate student.",2024-02-08,t0009@sreflect,1
88,"distracted, as I was studying for an exam. But social media is the only way to talk to my wife, so it was planned and I don't mind at all",2024-02-08,t0011@sreflect,1
89,"Yeah, I keep scrolling on my phone before sleeping or applying to jobs instead of sleeping intentionally so that is eating into my sleep time. I don't have an existing routine that I follow before sleeping. I need to establish a routine.",2024-02-08,t0013@sreflect,1
90,"If I unlock my phone less and reduce social media app use, I will be able to get more work done and improve my focus",2024-02-08,t0007@sreflect,1
91,"It makes me feel good. It is always nice to see some friends in new and different places, away from the work environment. It kind of recharges me a little bit with more energy for the rest of the week.",2024-02-08,t0008@sreflect,1
92,I enjoy talking with my coworker in my lab and hanging out with people in my sorority so my social vibes are good,2024-02-08,t0005@sreflect,1
93,Listening to classical musics before sleep brings me comfort. Probably I think I can try to do it everyday to ease stress.,2024-02-09,t0015@sreflect,1
94,I liked walking around Occom Pond this evening. Very calm and quiet.,2024-02-09,t0004@sreflect,2
95,"It is not a new find, nor a daily thing to go to, it does not add anything to my normal day, but I did have fun today",2024-02-09,t0011@sreflect,1
96,I don't know anyone who'd want to go to the gym with me and I don't really think I'd want to start going.,2024-02-09,t0005@sreflect,2
97,I only called 1 person for an urgent thing. But had regular conversations with my friends and family.,2024-02-09,t0006@sreflect,2
98,"It's being a little bit weird. I think I miss some of the phone calls and messages I used to get. These past few days have been feeling weird and lonely, although I have people around most of the time, even people close to me.",2024-02-09,t0008@sreflect,1
99,Sometimes when I'm really tired I'll stay up on my phone or watching TV. sometimes it's hard to get up and get the energy to go to bed even though it's what's best for me,2024-02-09,t0010@sreflect,1
100,Computational neuroscience textbook that my PI provided.,2024-02-09,t0012@sreflect,1
101,"I didn't have my phone on me the entire day, that's why it's been quieter. I have been in social company all day today, it was a great day. I had good lunch with friends (bunked my ML class), had desert in a park, took some photos, used a swing, got selected for the next round of a fellowship application, ate ice cream made from nitrogen, ran on the ice ina  race, met for a project, danced in a computer lab, played bingo, sang in a bus and started watching a new Korean show.  Today was eventful.",2024-02-09,t0013@sreflect,1
102,"Definitely, using my phone less would allow me to sleep more and be more productive academically",2024-02-09,t0007@sreflect,2
103,"I was able to go to campus today and I felt pretty good. there is still alot I need to get done this weekend so I'm a little stressed, but I can get through it",2024-02-09,t0009@sreflect,1
104,I feel connected to way more people and less stressed as a result. I think it's been a great thing to do.,2024-02-10,t0003@sreflect,2
105,I skied! what a great adventure.  it was so nice to spend time with my husband and be outside. hooray for the sun too. 🌞 I need to try hard to do this every week.,2024-02-10,t0016@sreflect,1
106,"My boyfriend sent me a very heartfelt message, apoligizing for a few fights we had in the last. He is currently in China, visiting family and I miss him very much. It makes me happy that he texts me updates throughout the day, as it is hard to FaceTime as often due to the time difference. Despite the challenges, he always makes me feel loved.",2024-02-10,t0002@sreflect,2
107,Very positively. Interacting with people not only frees my mind from intense brain activity but it also changes my mood positively and allows me to improve my confidence and style of communication.,2024-02-10,t0003@sreflect,2
108,I can't think of a study session that clicked because I haven't been studying; I've been wasting my time,2024-02-10,t0007@sreflect,2
109,"I did a complicated procedure in the lab all by myself, even though I was not completely with it. I felt really accomplished when I saw the gel with the positive result. I was not having a good week so far, but then when I saw that it made me reassure my confidence, and I felt good about myself and proud. But also, I wonder how I'd feel if it have had fail. Sometimes things don't go right, and that's not our fault. It can be a matter of many other things we don't have control over.",2024-02-10,t0008@sreflect,1
110,"I had a discussion with my mother, which she reminded me that some people have to learn to share themselves with others. It's a good reminder to give people space.",2024-02-10,t0004@sreflect,2
111,a challenging task this week was to sit and study for the exam I had. I found it difficult to focus because I wanted to finish experiments. But I gave myself breaks and rewards for completing segments of the portion which helped me focus.,2024-02-10,t0006@sreflect,2
112,I think I need to be better about managing my time because that's my biggest problem and I don't do things over time so they end up being done last minute.,2024-02-10,t0005@sreflect,2
113,"I made some decent progress on some things this week. still feel like there's a lot going on. For next week, I'm going to try to plan less, be gentler with my schedule, just do what I can.",2024-02-10,t0010@sreflect,1
114,"One recent challenge was some car trouble, which I've had before too, it is easy to let difficulties set you back mentally, so it was good that I was just able to sigh, and deal with it.",2024-02-11,t0011@sreflect,1
115,I went to a lunar new year party last night and surprised myself with how fast it went. I usually want to leave right away. I also was able to do my taxes.,2024-02-11,t0009@sreflect,1
116,"Not much. I do not usually call people anyways. My social goal is to spend less time on social media, but I'm not doing a great job with that so I don't know. I really don't feel like writing anymore, so I won't.",2024-02-11,t0002@sreflect,2
117,I loved talking with my boyfriend about jeopardy and playing along to one of the episodes.,2024-02-11,t0004@sreflect,2
118,"I haven't really been doing anything new lately. just working a lot on writing for my qualifying exam. lots to learns, lots to do",2024-02-11,t0010@sreflect,1
119,"I really enjoyed doing bandiegrams today and talking to a larger variety of people in the band itself instead of just one or two. Hanging out with my ekt siblings was a lot of fun and I hope we do more things like that in the future, I'm very happy I joined the house. I think it's also been good for me to spend more time at the library and do my studying there instead of at home.",2024-02-11,t0005@sreflect,2
120,"Over the weekend I tend to spend more time with myself. I remain mostly at home and only interact with close friends and room mates only. in the coming week, I plan on spending more time with my classmates and exploring more friendships.",2024-02-11,t0006@sreflect,2
121,"I would like to go on a long walk or to go hiking. I need to do exercises with cardio activities, in order to reduce my cholesterol. Maybe some dance or team sport could be a good idea.",2024-02-11,t0008@sreflect,1
122,I have felt much more productive and had time to do more. I think I will continue to try and be less on my phone.,2024-02-11,t0009@sreflect,1
123,"I don't feel like using my phone a bit less actually did help me recharge, I mean, I guess I did but I don't feel the two are related to each other.",2024-02-12,t0011@sreflect,1
124,My friends have been a positive influence. They cooked dumplings for my birthday a few days ago and that made me so happy. I'm glad and grateful that I have such people in my life.,2024-02-12,t0002@sreflect,2
125,"I hung out with a lot more people  today than last week. But I am also virtually active and keeping up with my friends and family far and wide. so I feel, my screen time and real-time hang is pretty well balanced.",2024-02-12,t0006@sreflect,2
126,"Well, I typically don't call anyone except my boyfriend in the first place. Texting is good but sometimes it stresses me out especially with K. I don't know what he wants from me. I need to not think about him so much.",2024-02-12,t0005@sreflect,2
127,I will be traveling tomorrow so that is how I will reduce the screentime,2024-02-12,t0009@sreflect,1
128,"I've been running down heater road a bit. it's tough hills, but I like that it's a nice smooth, snow cleared side walk.",2024-02-12,t0010@sreflect,1
129,"My sleep has been better but I have also interacted in person more than usual, as opposed to digital interaction. However,  less screen time has made me less likely to reach out to family and friends abroad.",2024-02-12,t0018@sreflect,1
130,I don't think that there is a profound impact on sleep schedule from social interaction. I think they both point to overall business right now.,2024-02-12,t0004@sreflect,2
131,I had a great conversation about a scientific poster with its presenter,2024-02-12,t0011@sreflect,1
132,I don't think texting has increased lately. I usually prefer calls,2024-02-12,t0012@sreflect,1
133,"I don't quite know. Possibly someone from my family. I don't know if I have friends willing to talk over the phone, but certainly, I can try to reach out through texts. But also, the days have been busy, so I didn't have a lot of time to talk.",2024-02-12,t0008@sreflect,1
134,"Not really, it's because of taking the bus more or.moving to a lot of locations within a building that are close by. I don't think it has any actual effects on my fitness",2024-02-13,t0013@sreflect,2
135,"I don't think there was a certain conversation that brought any smile on my face today because I spent this whole day studying. However, I am planning to engage in social life tomorrow",2024-02-13,t0015@sreflect,1
136,I actually have been travelling more than usual this week.,2024-02-13,t0004@sreflect,2
137,It will make me sleep less as I take more time to look at my phone instead of sleeping,2024-02-13,t0007@sreflect,2
138,"I was very productive today. got a lot of work done, didn't really have time to be on my phone",2024-02-13,t0010@sreflect,2
139,"It helps me refresh my mind, and to come up with new ideas for my research. It's always nice interacting with people.",2024-02-13,t0003@sreflect,2
140,"Meeting new people ultimately means walking over to talk to them, so it has been pretty fun. I also get steps in so it's pretty healthy as well.",2024-02-13,t0006@sreflect,2
141,"I don't feel like I need to cut back on any app to ""reclaim headspace""",2024-02-13,t0011@sreflect,2
142,I think it helps to be in different spaces because that makes me feel more connected to campus and be more present instead of being insular in one location/in my head. Being different places reflects my energy because the more energy I have the greater ability I have to leave my room/blanket cocoon.,2024-02-13,t0018@sreflect,1
143,This would be good. Texting is exhausting and removes me from the present moment.,2024-02-13,t0008@sreflect,2
144,"I'm sad because I'm not as strong as I once was. I had to take a 2-month break from training due to a foot injury and I find it super hard to get back into it, especially because I struggle so much with my body image, but hopefully I will feel better soon.",2024-02-13,t0002@sreflect,2
145,well tomorrow i am manning a telescope until Feb 25th. I'm away observing so that replaces phone screen with computer screen.,2024-02-13,t0009@sreflect,2
146,science is frustrating and I feel emotionally odd but that might be from coming down from anxiety or not sleeping enough,2024-02-14,t0019@sreflect,1
147,I don't think I like working with other people sometimes. but also very happy to be home with my cat and not at work.,2024-02-14,t0019@sreflect,1
148,"ready for dinner, it's crunchwraps night. and then probably a cozy evening",2024-02-14,t0019@sreflect,1
149,"I can try doing some light reading, or journaling maybe, but I do not have time for these things or I find them too boring. I feel like I have to keep myself constantly occupied to escape negative thoughts and feelings.",2024-02-14,t0002@sreflect,2
150,"I usually really enjoy having face to face conversations with people. for the most part, I leave them feeling better. occasionally I get anxious about something and I feel worse, but for the most part I want to have more face to face conversations.",2024-02-14,t0005@sreflect,2
151,"I called my mom because I think she needed it. I've been bad about calling her lately and she clearly doesn't like that. so after she texted me today, I called to respond, I think she appreciated it.",2024-02-14,t0010@sreflect,2
152,"i worry that I'm sleeping better and working out less because of sleep apnea and that when I go to the doctor for it they won't take me seriously. but I know if I try to get workouts in, even short ones, during the day, I will feel better",2024-02-14,t0019@sreflect,1
153,using my phone helps me keep connected to my friends in different states. it also helps me to chat with people when I'm stuck somewhere and can't meet them in person.,2024-02-14,t0006@sreflect,2
154,"I can probably stop studying earlier tonight than I did last night, as I had to stay up late to finish some work. Tonight, I was able to frontload my work while on shift, which means I have less to do once my meeting ends. Finally, I can try not to spend as much time aimlessly scrolling on my phone while in bed, and try to implement a technological detox earlier.",2024-02-14,t0018@sreflect,1
155,I loved talking to brother on the phone because we understand each other and he showed an interest in my day.,2024-02-14,t0020@sreflect,1
156,"Great! I enjoy talking to people physically rather than virtually. if I had opportunities to talk to people more often, I would probably forget about my virtual friends. So, I feel so positive.",2024-02-14,t0003@sreflect,2
157,It's a bit detrimental to my wellbeing because the number of social time that Sugarplum has stresses me out. It’s very much a sport of peer pressure.,2024-02-14,t0007@sreflect,2
158,I think so. Reading books makes me feel more calm to sleep.,2024-02-14,t0008@sreflect,2
159,it's been a pretty relaxing day without too much pressure to socialize,2024-02-14,t0012@sreflect,2
160,i talked to my mom and it gave me courage to drive to boston.,2024-02-14,t0009@sreflect,2
161,it helps me to connect with new people and enjoy some comfort from academic life.,2024-02-14,t0015@sreflect,1
162,"I was inside tonight, watching Rocky horror picture show at a local theatre place. I sat with some friends at the show, and a bunch of other people of that I knew were also there. it was a great time and I got to learn some of the call and response bits of audience participation that I hadn't learned before. it's always fun to just be a little queer and have some wonderful community to hang out with.",2024-02-14,t0014@sreflect,2
163,I think the sleep is good for me but I worry that I'm oversleeping and losing time that I could be using for workouts. I also worry about what other health issues could be leading to this.,2024-02-15,t0019@sreflect,1
164,"I'm worried that I'm oversleeping which is taking away time from other things I could be doing, like working out.",2024-02-15,t0019@sreflect,1
165,"I scroll on Instagram a lot because I procrastinate on my work. It makes me feel worse about myself, as I feel like I am losing control over my life.",2024-02-15,t0002@sreflect,3
166,I think I'll call my sister at some point. She is a joy to talk to.,2024-02-15,t0004@sreflect,3
167,I just haven't time to use my phone and it feels exhausting,2024-02-15,t0007@sreflect,2
168,"I feel like moving more tempers my overall mood, especially by raising the lows of the day. probably endorphins or whatever",2024-02-15,t0019@sreflect,1
169,"i don't think it's quite the same. I'd rather meet and talk to people in person but it's hard to figure out. having dinner with k today just kind of made me sad because of how disengaged he was, but that's not his fault. it still brought my energy down though.",2024-02-15,t0005@sreflect,2
170,"I feel my in-person chats have increased. I called only one person today, but met with 9-10 people today and talked a good amount with them. I've started to spend less time on social media and am actively socialising with people. it has helped me become less stressed and more happy.",2024-02-15,t0006@sreflect,2
171,"I like lunch outings and tea time. it's a good way to break up the day, get some snacks before getting back to work",2024-02-15,t0010@sreflect,2
172,I had a great time working together with members of an organization I'm a part of and getting to know them,2024-02-15,t0020@sreflect,1
173,"Yes, I think so. With this, I would be less distracted by social media, and would be less exposed to the brightness of screens. Also, I appreciate the smell of paper, so it is also something that relaxes me.",2024-02-15,t0008@sreflect,2
174,well I have been working a lot since I'm observing all night.,2024-02-15,t0009@sreflect,2
175,I think spending more time with my friends boosts my mood and makes me feel less depressed and locked into my head. Watching a movie tonight with several of my friends helped boost my mood tonight and give me the motivation to finish my work.,2024-02-15,t0018@sreflect,1
176,"I think interacting with friends helped boost my mood, get me out of my head, and mitigate my depression. Watching a film with my friends helped give me the energy to finish my work for classes tonight.",2024-02-15,t0018@sreflect,1
177,It helps me create more personal connections with people and keeps my mind off the stresses of work.,2024-02-16,t0003@sreflect,3
178,"I have been chatting with two friends from college who have helped me draft a petition for my undergraduate advisor. he was rejected tenure for political reasons, so we came together to write a petition and organized over 100 signatures from his former students. it's been meaningful for me to be a part of something that, even if it doesn't do anything, at least shows that we will not stay silent in the face of adversity.",2024-02-16,t0014@sreflect,2
179,"Feeling a little overwhelmed when it comes to work, but was very productive today so that's a plus! just trying to get through the rest of the term.",2024-02-16,t0022@sreflect,1
180,"Texting is easier for me, doesn't take up as much time, can pause a convo and continue later",2024-02-16,t0010@sreflect,2
181,I'm trying to plan a trip to Iceland with one of my friends and suggested we both check our passports. it's good we did because hers expires soon. very excited for this trip!,2024-02-16,t0019@sreflect,1
182,my in-person chats have only increased. so I'm having so many meaningful conversations with people.,2024-02-16,t0006@sreflect,3
183,"It does not align, in fact jt opposes my goals for digital habits",2024-02-16,t0007@sreflect,3
184,"I've been connecting with people in real life, and having actual conversations. This feels better, but I also miss a little bit o some calls.",2024-02-16,t0008@sreflect,2
185,"I have not been running, lol. I don't know about today, maybe it was the walking around with my phone in my pocket.",2024-02-16,t0020@sreflect,1
186,"Most of my texts were just with acquaintances, so I would say that it hasn't had too much of an impact. A lot of it centers around work and organizing.",2024-02-16,t0022@sreflect,1
187,"I don't think there was anything especially new, but I definitely visited a variety of places. I sat at a table overlooking the library lobby today, and it freshened my day with a new perspective of my surroundings. I think that getting new perspectives and embracing the spontaneity of life brings regular small joys that make life itself a joy.",2024-02-16,t0004@sreflect,3
188,"yes, chatting with my coworker is fun while we're manning the telescope.",2024-02-16,t0009@sreflect,2
189,"I didn't really have many conversations by text today. I mostly texted a few friends to get their Spotify accounts, but we didn't really have long conversations. The only conversation that stands out was arranging with one of my friends to go get lunch, and then go to a play which we did this evening. I think I did a fairly good job of not being on my phone too too much today, although it was a bit more than normal.",2024-02-16,t0014@sreflect,2
190,"Less screen time makes you more grounded in the moment. However because I was traveling by bus yesterday I was spent more time on my phone, checking apps and communicating with my parents.",2024-02-17,t0018@sreflect,1
191,"I think every day this week has been a challenge. So many tasks to complete, so many things to do. But I stuck with it every day, and completed everything that I needed to get done, even and especially when I was feeling drained and demotivated.",2024-02-17,t0022@sreflect,1
192,"I felt fully recharged yesterday after the lab, when I went to the recruitment tgif. I could reconnect with most of my friends and tell them about things happening in my life.",2024-02-17,t0006@sreflect,3
193,"My challenge last week was to keep working despite having no motivation to do so. It was a challenge to simply get out of bed in the morning. I could not figure out a way to overcome it yet. I just push through everyday the best I can, but it is not sustainable.",2024-02-17,t0002@sreflect,3
194,I think that I felt really strong when I helped a friend with his Linguistics homework. I feel like he benefited from my helping him and was grateful.,2024-02-17,t0004@sreflect,3
195,"stress from back home, causing me to be tasked with certain things that I can't avoid, trying to be understanding of other's burdens and not get angry",2024-02-17,t0020@sreflect,1
196,My meeting with my supervisor this left me feeling better about the chaos going on right now. I felt less rushed about the tasks on my to-do list and more able to focus on what I was doing in the moment.,2024-02-17,t0010@sreflect,2
197,figuring out my group project this week was nice. i enjoyed connecting with those people and I think I contributed a solid amount.,2024-02-17,t0005@sreflect,3
198,"A friendship with one member of my lab has sparked a little bit more this week. Since we have been through a difficult situation in the lab, we are all more connected now, so I felt I needed some advice, and through this conversation I had might have started something.",2024-02-17,t0008@sreflect,2
199,I was struggling with being motivated but was able to!,2024-02-17,t0009@sreflect,2
200,"I read a lot about CAR T cells this week. I don't think it'll necessarily be useful for the things I'm working on right now, but I'm glad I'm interested in something science related again. it's also good that I'm able to understand the papers, shows that I've learned something over these past few years.",2024-02-18,t0019@sreflect,1
201,I learned that it's better to talk to friends and socialize than study hahaha,2024-02-18,t0007@sreflect,3
202,"I have recently found it helpful to have a longer nighttime hygiene routine (longer washing my face) and to carry out the routine more often. This way I can decompress in the evening and have a way to take care of my physical health while having some time alone with my thoughts, to process the day, ruminate on plans for tomorrow.",2024-02-18,t0018@sreflect,1
203,"I'm not entirely sure if I enjoy the quieter moments right now. They bring an opportunity for reflection, but my mind is so preoccupied with things I have to do that eventually it wanders to them. I find it best to keep myself busy in these times.",2024-02-18,t0022@sreflect,1
204,I feel more relaxed exploring new places while refreshing my mind,2024-02-18,t0015@sreflect,2
205,"I got to connect with a friend who lives very far from me, after a long time. it put me in a better mood. I was able to appreciate how some people just bring the best in you and make you happy.",2024-02-18,t0006@sreflect,3
206,"not much to be honest, I've been spending more time in the library and made more progress on my work lately",2024-02-18,t0012@sreflect,2
207,"I'm hoping to add more afternoon walks this coming week, which should be possible since it's been light out. also gonna try to work in more runs during the day.",2024-02-18,t0019@sreflect,1
208,"I have been working out before, but I had to take a break because of a foot injury. It is nice to get back into it, but I feel disheartened because I've gotten so much weaker and it feels difficult to get back on the same level.",2024-02-18,t0002@sreflect,3
209,"My interactions are richer and diverse now. It has also helped me focus on my work more, which is great!",2024-02-18,t0003@sreflect,3
210,"I've been studying in the library, checking off assignments, and choosing to use my laptop to clock in screen time because of the larger screen.",2024-02-18,t0020@sreflect,1
211,"A memorable spot is the church on campus. I went there for a yoga class, and then for 2 concerts. It's definitely interesting being there. The purpose of my visit is not theoretically spiritual, but is still a good thing to get into a place where you should show some respect, have your mind clear and with good intentions, and enjoy truthfully whatever you are doing there. At this place I have been having mindful moments, and I hope to go back.",2024-02-18,t0008@sreflect,2
212,i think digital communication is good though sometimes it stresses me out with people I don't know well. it really made me feel good that k said he was happy to spend time with me and of course I always love hearing from b. I think it's weird I'm talking to p more again but I don't know.,2024-02-18,t0005@sreflect,3
213,"If I have been calling people more lately, I haven't realized it. Sometime I call elliott as I'm driving just because it's better than texting in that moment. feels good that he always answers me calls",2024-02-18,t0010@sreflect,2
214,"it does a bit, I've been trying to make sure to get outside so that I can clear my thought and move around, which is always good for my mental health. some of it's actually been skiing, the winter has been really bad, but we've had a little bit of snow so I tried to cross country ski when I can. any day outside is a good day for me, and it helps me clear my thoughts too so I try to do that as much as I can.",2024-02-18,t0014@sreflect,2
215,it makes them not as meaningful because it's just texting and not face to face conversations,2024-02-18,t0007@sreflect,3
216,I was mostly on my phone because I'm using my laptop to work. I didn't really install anything new. just apps for shopping.,2024-02-18,t0009@sreflect,2
