,Unnamed: 0.1,Unnamed: 0,data,day,uid,week_per_uid,sentiment,phase,top_emotion,top_emotion_score,all_top_emotions
34,105,139,"It helps me refresh my mind, and to come up with new ideas for my research. It's always nice interacting with people.",2024-02-13,t0003@sreflect,2,0.6597,contextual,joy,0.5490195155143738,"[('joy', 0.5490195155143738), ('admiration', 0.4432099461555481), ('approval', 0.2353236824274063)]"
35,122,156,"Great! I enjoy talking to people physically rather than virtually. if I had opportunities to talk to people more often, I would probably forget about my virtual friends. So, I feel so positive.",2024-02-14,t0003@sreflect,2,0.9517,contextual,joy,0.8651639223098755,"[('joy', 0.8651639223098755), ('admiration', 0.5620235204696655), ('approval', 0.06152671203017235)]"
36,143,177,It helps me create more personal connections with people and keeps my mind off the stresses of work.,2024-02-16,t0003@sreflect,3,0.1779,contextual,approval,0.40959399938583374,"[('approval', 0.40959399938583374), ('caring', 0.15342453122138977), ('joy', 0.13410036265850067)]"
37,175,209,"My interactions are richer and diverse now. It has also helped me focus on my work more, which is great!",2024-02-18,t0003@sreflect,3,0.8424,contextual,admiration,0.9054031372070312,"[('admiration', 0.9054031372070312), ('approval', 0.1316603422164917), ('joy', 0.045687783509492874)]"
38,185,219,"I'm currently busy with paper submissions. So, I haven't had a chance to interact much on social media. However, I've engaged in more in person conversations than usual, which is great!",2024-02-19,t0003@sreflect,3,0.747,contextual,admiration,0.8247045278549194,"[('admiration', 0.8247045278549194), ('approval', 0.14390747249126434), ('disappointment', 0.06205493584275246)]"
39,210,244,"Indeed, I got to connect with my brothers and discussed various things transpiring at home. I think it's affected me very positively.",2024-02-20,t0003@sreflect,3,0.4754,contextual,approval,0.6152286529541016,"[('approval', 0.6152286529541016), ('admiration', 0.24248790740966797), ('joy', 0.08608340471982956)]"
40,213,247,It's kept me so busy but it's always good to help whenever needed. I hope to do more work in the night.,2024-02-21,t0003@sreflect,3,0.9052,contextual,optimism,0.8814380764961243,"[('optimism', 0.8814380764961243), ('admiration', 0.23703984916210175), ('desire', 0.21034495532512665)]"
41,236,270,It's refreshing to be active after a long day. It's helping me prepare my mind to do more research tonight.,2024-02-22,t0003@sreflect,4,0.5994,contextual,joy,0.699783980846405,"[('joy', 0.699783980846405), ('approval', 0.16658715903759003), ('relief', 0.13702292740345)]"
42,264,298,"I'm quite busy with a paper submission and my girlfriend, who I reach out to on a daily basis has traveled abroad.",2024-02-25,t0003@sreflect,4,0.0258,contextual,neutral,0.7011202573776245,"[('neutral', 0.7011202573776245), ('sadness', 0.12658606469631195), ('disappointment', 0.059793490916490555)]"
43,280,314,"Yes, a few connections from my people from the past. It was nice catching up with them and reinforcing our connections.",2024-02-26,t0003@sreflect,4,0.6705,contextual,approval,0.5095837116241455,"[('approval', 0.5095837116241455), ('admiration', 0.290600061416626), ('joy', 0.19875720143318176)]"
44,303,337,I've been working a lot to meet a paper submission deadline. I definitely need some sleep but I think it'll have to wait for now.,2024-02-27,t0003@sreflect,4,0.2144,contextual,neutral,0.4069724977016449,"[('neutral', 0.4069724977016449), ('desire', 0.3855641186237335), ('approval', 0.1439778059720993)]"
45,326,360,It's been mostly customer calls. But I have real good in person chats that have helped me gain clarity on some of my ideas.,2024-02-29,t0003@sreflect,5,0.9186,contextual,approval,0.4727950692176819,"[('approval', 0.4727950692176819), ('admiration', 0.4665546715259552), ('realization', 0.11562751978635788)]"
46,384,418,Can't think of any. it's been a rough week. perhaps I might think of one next week. I hope there's one then.,2024-03-04,t0003@sreflect,5,0.4404,contextual,optimism,0.8263877034187317,"[('optimism', 0.8263877034187317), ('disappointment', 0.19787995517253876), ('desire', 0.17078359425067902)]"
47,399,433,"Not really. I have been having great sleep actually. Perhaps I need to stay up a little more so that I get going with my work. Otherwise, everything is great.",2024-03-05,t0003@sreflect,5,0.8481,contextual,admiration,0.597318708896637,"[('admiration', 0.597318708896637), ('disapproval', 0.2582991421222687), ('approval', 0.15220187604427338)]"
48,404,438,I've been quite busy throughout the day. Abd u haven't been talking to my girlfriend very often. it's helping me concentrate on my work though.,2024-03-06,t0003@sreflect,5,0.3535,contextual,neutral,0.4177398979663849,"[('neutral', 0.4177398979663849), ('approval', 0.1649058312177658), ('realization', 0.10811207443475723)]"
49,421,455,I would like to make less digital connections and more physical connections going forward. Physical interactions bring new perspectives that I need at the moment.,2024-03-08,t0003@sreflect,6,0.3612,contextual,desire,0.7874128818511963,"[('desire', 0.7874128818511963), ('neutral', 0.129264697432518), ('optimism', 0.08039742708206177)]"
50,431,465,It helped me meet my paper submission deadlines and also do some job interviews while maintaining good connections with my friends.,2024-03-09,t0003@sreflect,6,0.7184,contextual,approval,0.4704269468784332,"[('approval', 0.4704269468784332), ('neutral', 0.20283591747283936), ('caring', 0.0720277950167656)]"
51,457,491,"Not much. My texting depends on whether the person I text often is traveling or not. if they're traveling, I tend to text them more than when they're not. Otherwise, my routine remains the same and I'm not affected by it.",2024-03-11,t0003@sreflect,6,0.1139,contextual,neutral,0.7809537053108215,"[('neutral', 0.7809537053108215), ('approval', 0.1492454707622528), ('disapproval', 0.07165312021970749)]"
52,490,524,"Paper submission is on my mind. The deadline is tomorrow, and I'm so busy right now. Also, I'm a bit stressed about jobs.",2024-03-14,t0003@sreflect,7,-0.34,generic,nervousness,0.30103835463523865,"[('nervousness', 0.30103835463523865), ('neutral', 0.0991256833076477), ('sadness', 0.09757152199745178)]"
53,496,530,"I feel ready to defend my PhD. it's been a long and turbulent journey, a great test for my resilience and hope. I'm glad I am finally coming to the end of it.",2024-03-15,t0003@sreflect,7,0.91,generic,joy,0.6684433221817017,"[('joy', 0.6684433221817017), ('optimism', 0.3689831793308258), ('admiration', 0.18343253433704376)]"
54,530,565,Nothing much. I have been stressed about work for the past 2 weeks. This is my first day off and it feels great. I just feel exhausted and sleepy at the moment.,2024-03-18,t0003@sreflect,7,0.0516,generic,joy,0.5175541639328003,"[('joy', 0.5175541639328003), ('admiration', 0.410023033618927), ('approval', 0.0686182826757431)]"
55,538,573,Nothing much. Just had a long tough talk that has got me immensely exhausted. But I'm feeling so relieved now.,2024-03-19,t0003@sreflect,7,0.6485,generic,joy,0.49158775806427,"[('joy', 0.49158775806427), ('relief', 0.27945902943611145), ('approval', 0.2229110151529312)]"
56,576,611,Nothing much. Just mesmerized by nature in Atlanta. It's such a beautiful and breathtaking place.,2024-03-23,t0003@sreflect,8,0.7845,generic,admiration,0.9589408040046692,"[('admiration', 0.9589408040046692), ('approval', 0.04233694449067116), ('love', 0.015300929546356201)]"
57,588,623,I feel relaxed and grateful. My vision to Atlanta has been so fulfilling and reenergizing. I now feel ready to get back to school.,2024-03-24,t0003@sreflect,8,0.8658,generic,joy,0.43874895572662354,"[('joy', 0.43874895572662354), ('gratitude', 0.3273140490055084), ('approval', 0.1504300981760025)]"
58,593,628,Things are looking positive after my advisor approved my thesis plans. I'm now hoping to work hard towards the defense deadline.,2024-03-28,t0003@sreflect,9,0.8519,extra week,optimism,0.9068568348884583,"[('optimism', 0.9068568348884583), ('desire', 0.21142423152923584), ('approval', 0.052953846752643585)]"
59,5,38,"In general? They have boosted my self-esteem a lot. I think the times that I am upset are when people choose other people to talk to and I sit essentially in silence, unattended to.",2024-02-02,t0004@sreflect,1,-0.0258,contextual,disappointment,0.6069943308830261,"[('disappointment', 0.6069943308830261), ('sadness', 0.18808427453041077), ('annoyance', 0.10662803053855896)]"
60,7,41,"My interactions generally boost my self-esteem, but I am hurt when people choose to attend to others and I end up sitting in silence.",2024-02-02,t0004@sreflect,1,-0.5789,contextual,sadness,0.5532146096229553,"[('sadness', 0.5532146096229553), ('disappointment', 0.42538225650787354), ('neutral', 0.08301621675491333)]"
61,14,48,"I am proud that I kept my promise to go to the Ukrainian play today. I felt like I was doing the right thing, and I got to have fun with a variety of people today.",2024-02-03,t0004@sreflect,1,0.9118,contextual,joy,0.5644718408584595,"[('joy', 0.5644718408584595), ('pride', 0.24636487662792206), ('admiration', 0.16494794189929962)]"
62,15,49,"Although spending more time with others has meant fewer hours of sleep, I feel as if my sleep quality is improved.",2024-02-04,t0004@sreflect,1,0.4767,contextual,approval,0.30868569016456604,"[('approval', 0.30868569016456604), ('neutral', 0.2777941823005676), ('joy', 0.1445605605840683)]"
63,25,59,"I could probably find ways to stop the scroll, but I just feel so mentally exhausted that I fall into traps of doomscrolling.",2024-02-05,t0004@sreflect,1,-0.6448,contextual,disappointment,0.661870002746582,"[('disappointment', 0.661870002746582), ('neutral', 0.19480039179325104), ('sadness', 0.16519062221050262)]"
64,35,69,They benefit me by giving me the opportunity to take breaks from work and rejuvenate my mind.,2024-02-06,t0004@sreflect,1,0.802,contextual,approval,0.3596755564212799,"[('approval', 0.3596755564212799), ('joy', 0.3129701614379883), ('neutral', 0.20323480665683746)]"
65,45,79,"This may make my connections feel less meaningful. My phone died, so that may reflect poorly on my social interaction.",2024-02-07,t0004@sreflect,1,-0.3804,contextual,disappointment,0.6851503849029541,"[('disappointment', 0.6851503849029541), ('sadness', 0.1954730749130249), ('neutral', 0.13086645305156708)]"
66,48,82,I can go on more nature walks! And try to have in person conversations with friends,2024-02-08,t0004@sreflect,2,0.5255,contextual,desire,0.5532913208007812,"[('desire', 0.5532913208007812), ('optimism', 0.2507628798484802), ('neutral', 0.17519177496433258)]"
67,60,94,I liked walking around Occom Pond this evening. Very calm and quiet.,2024-02-09,t0004@sreflect,2,0.659,contextual,joy,0.7777072787284851,"[('joy', 0.7777072787284851), ('love', 0.17834444344043732), ('admiration', 0.17332758009433746)]"
68,76,110,"I had a discussion with my mother, which she reminded me that some people have to learn to share themselves with others. It's a good reminder to give people space.",2024-02-10,t0004@sreflect,2,0.6249,contextual,approval,0.4059738218784332,"[('approval', 0.4059738218784332), ('admiration', 0.3532390296459198), ('realization', 0.21136397123336792)]"
69,83,117,I loved talking with my boyfriend about jeopardy and playing along to one of the episodes.,2024-02-11,t0004@sreflect,2,0.3818,contextual,love,0.9532186388969421,"[('love', 0.9532186388969421), ('joy', 0.05842752382159233), ('admiration', 0.04759692773222923)]"
70,96,130,I don't think that there is a profound impact on sleep schedule from social interaction. I think they both point to overall business right now.,2024-02-12,t0004@sreflect,2,0.0,contextual,neutral,0.5378275513648987,"[('neutral', 0.5378275513648987), ('disapproval', 0.4428025782108307), ('approval', 0.07136383652687073)]"
71,102,136,I actually have been travelling more than usual this week.,2024-02-13,t0004@sreflect,2,0.0,contextual,neutral,0.44455260038375854,"[('neutral', 0.44455260038375854), ('realization', 0.30611130595207214), ('approval', 0.14215490221977234)]"
72,132,166,I think I'll call my sister at some point. She is a joy to talk to.,2024-02-15,t0004@sreflect,3,0.5859,contextual,joy,0.8506815433502197,"[('joy', 0.8506815433502197), ('admiration', 0.35879233479499817), ('approval', 0.08407705277204514)]"
73,153,187,"I don't think there was anything especially new, but I definitely visited a variety of places. I sat at a table overlooking the library lobby today, and it freshened my day with a new perspective of my surroundings. I think that getting new perspectives and embracing the spontaneity of life brings regular small joys that make life itself a joy.",2024-02-16,t0004@sreflect,3,0.9349,contextual,joy,0.8288991451263428,"[('joy', 0.8288991451263428), ('approval', 0.21400943398475647), ('relief', 0.05866324156522751)]"
74,160,194,I think that I felt really strong when I helped a friend with his Linguistics homework. I feel like he benefited from my helping him and was grateful.,2024-02-17,t0004@sreflect,3,0.9259,contextual,gratitude,0.7858831882476807,"[('gratitude', 0.7858831882476807), ('admiration', 0.2375265657901764), ('approval', 0.09826619923114777)]"
75,201,235,I think that leaving my phone on the other side of the room keeps me from using it late into the night. I would benefit from keeping my phone notifications off and emotionally disconnecting as well.,2024-02-20,t0004@sreflect,3,0.6249,contextual,neutral,0.6709681153297424,"[('neutral', 0.6709681153297424), ('approval', 0.2661629915237427), ('optimism', 0.04229113087058067)]"
76,228,262,I think that more walking means more visiting with other people. Maybe I should walk more so that I can see Brooke Medley more often. :),2024-02-22,t0004@sreflect,4,0.507,contextual,neutral,0.38725021481513977,"[('neutral', 0.38725021481513977), ('desire', 0.2527209222316742), ('optimism', 0.20407287776470184)]"
77,241,275,They are very fun and helpful! I enjoy talking to many people throughout the day.,2024-02-23,t0004@sreflect,4,0.8793,contextual,joy,0.8850113153457642,"[('joy', 0.8850113153457642), ('amusement', 0.17623965442180634), ('admiration', 0.11217312514781952)]"
78,253,287,"The other day, Vasanta talked about how she has no friends on Facebook because she is only there to sell things to people. That stuck with me because it was funny.",2024-02-24,t0004@sreflect,4,-0.1665,contextual,amusement,0.8327336311340332,"[('amusement', 0.8327336311340332), ('joy', 0.3105590045452118), ('neutral', 0.05047329142689705)]"
79,265,299,"This has helped me get work done and enjoy more activities! That doesn't mean I don't procrastinate, though...",2024-02-25,t0004@sreflect,4,0.5411,contextual,joy,0.7455239295959473,"[('joy', 0.7455239295959473), ('approval', 0.15041068196296692), ('neutral', 0.1027631163597107)]"
80,281,315,I feel like having in-person conversations leaves me a lot more fulfilled than digital conversations ever could.,2024-02-26,t0004@sreflect,4,0.6801,contextual,joy,0.7544993162155151,"[('joy', 0.7544993162155151), ('approval', 0.1711035668849945), ('admiration', 0.1294652819633484)]"
81,297,331,I think that walking to more places throughout the day makes me feel generally happier than when I stay inside.,2024-02-27,t0004@sreflect,4,0.5267,contextual,joy,0.8732605576515198,"[('joy', 0.8732605576515198), ('approval', 0.06875482946634293), ('relief', 0.05025191232562065)]"
82,315,349,"I think that, in general, I don't call frequently enough for there to be an impact on my sleep.",2024-02-28,t0004@sreflect,4,0.0,contextual,neutral,0.7102412581443787,"[('neutral', 0.7102412581443787), ('realization', 0.11844879388809204), ('approval', 0.08792824298143387)]"
83,327,361,"I definitely prefer outdoor activities over gym activities, so it may very well be that that is my focus during the spring.",2024-02-29,t0004@sreflect,5,0.624,contextual,approval,0.5258822441101074,"[('approval', 0.5258822441101074), ('neutral', 0.33399760723114014), ('optimism', 0.07349136471748352)]"
84,347,381,I enjoyed having a conversation with my significant other! I enjoy being vulnerable around him and feeling loved.,2024-03-01,t0004@sreflect,5,0.902,contextual,joy,0.9055382013320923,"[('joy', 0.9055382013320923), ('love', 0.3104952275753021), ('admiration', 0.06880679726600647)]"
85,355,389,I had to have a conversation with my significant other about what we both we concerned about with our relationship and I think we both came out as better people.,2024-03-02,t0004@sreflect,5,0.5719,contextual,approval,0.4211810827255249,"[('approval', 0.4211810827255249), ('realization', 0.2127244919538498), ('admiration', 0.1758786141872406)]"
86,373,407,I have actually been playing Roblox more than I have been watching television or reading books. It's nice to stimulate myself by doing something fun.,2024-03-03,t0004@sreflect,5,0.8316,contextual,joy,0.8629913926124573,"[('joy', 0.8629913926124573), ('amusement', 0.1386224925518036), ('approval', 0.07281171530485153)]"
87,380,414,Having more face to face conversations brightens my day a lot. I feel like an actual human being when I get more interactions.,2024-03-04,t0004@sreflect,5,0.6124,contextual,joy,0.8258399367332458,"[('joy', 0.8258399367332458), ('admiration', 0.12213299423456192), ('approval', 0.11786683648824692)]"
88,392,426,I went to the jewelry studio and made jewelry with Isadora today and had a lot of fun!,2024-03-05,t0004@sreflect,5,0.5562,contextual,joy,0.7635431885719299,"[('joy', 0.7635431885719299), ('excitement', 0.14943891763687134), ('amusement', 0.14462460577487946)]"
89,443,477,"I have simply been putting my attention to hanging out with friends, and it feels very rewarding.",2024-03-10,t0004@sreflect,6,0.7778,contextual,joy,0.5226951241493225,"[('joy', 0.5226951241493225), ('admiration', 0.2916552722454071), ('approval', 0.16997785866260529)]"
90,458,492,I called my sister today. It was good to hear from her.,2024-03-11,t0004@sreflect,6,0.4404,contextual,joy,0.8158299922943115,"[('joy', 0.8158299922943115), ('admiration', 0.11121699959039688), ('approval', 0.10383043438196182)]"
91,466,500,I don't know that it is affecting my daily routine.,2024-03-12,t0004@sreflect,6,0.0,contextual,confusion,0.7511000633239746,"[('confusion', 0.7511000633239746), ('realization', 0.18498125672340393), ('neutral', 0.0836181640625)]"
92,473,507,"I am in a transitional period where I am saying goodbye to people close, so naturally I am inclined to reach out to people far from me to fill the space.",2024-03-13,t0004@sreflect,6,0.0258,contextual,sadness,0.5780084729194641,"[('sadness', 0.5780084729194641), ('neutral', 0.323546826839447), ('realization', 0.09800542145967484)]"
93,483,517,I had a great day today. I got to walk around Pine Park and enjoy the peace.,2024-03-14,t0004@sreflect,7,0.8957,generic,joy,0.8842934370040894,"[('joy', 0.8842934370040894), ('admiration', 0.06725887954235077), ('approval', 0.04419960826635361)]"
94,493,527,"Today was a very good day. I didn't feel like I had nothing to do, even though I didn't have any deadlines. I am tired, but not exhausted.",2024-03-15,t0004@sreflect,7,0.3086,generic,joy,0.4567393362522125,"[('joy', 0.4567393362522125), ('approval', 0.18476928770542145), ('admiration', 0.14413060247898102)]"
