,Unnamed: 0,data,day,uid,data_test,Q3_question,Q3_response
330,330,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1706992885.010;1706992886.848"",""Q3: Your screen time and social apps might suggest an afternoon of chat and multitask mastery! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-03 15:41:26.848,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1706992885.010;1706992886.848', 'Q3: Your screen time and social apps might suggest an afternoon of chat and multitask mastery! 👍👎': '👍', '__user_triggered__': 'false'}",Your screen time and social apps might suggest an afternoon of chat and multitask mastery! 👍👎,👍
331,331,"{""Q3: Caught you staying cozy in one spot this afternoon, didn't we? If that felt good, thumbs up!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1706998268.877;1706998273.684"",""__user_triggered__"":""false""}",2024-02-03 17:11:13.684,t0007@sreflect,"{""Q3: Caught you staying cozy in one spot this afternoon, didn't we? If that felt good, thumbs up!"": '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1706998268.877;1706998273.684', '__user_triggered__': 'false'}","Caught you staying cozy in one spot this afternoon, didn't we? If that felt good, thumbs up!",👍
364,364,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Productive afternoon sticking to a familiar spot with your apps and chats, seems like a win for focus! 🎯📲"":""👎"",""RespTime_0"":""1707079217.944;1707079266.057"",""__user_triggered__"":""false""}",2024-02-04 15:41:06.056,t0002@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Productive afternoon sticking to a familiar spot with your apps and chats, seems like a win for focus! 🎯📲': '👎', 'RespTime_0': '1707079217.944;1707079266.057', '__user_triggered__': 'false'}","Productive afternoon sticking to a familiar spot with your apps and chats, seems like a win for focus! 🎯📲",👎
365,365,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707078602.935;1707078614.827"",""__user_triggered__"":""false"",""Q3: Engaged in some in-person conversations at your study spot this afternoon - hope they were enlightening! 👍👎"":""👎""}",2024-02-04 15:30:14.828,t0005@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707078602.935;1707078614.827', '__user_triggered__': 'false', 'Q3: Engaged in some in-person conversations at your study spot this afternoon - hope they were enlightening! 👍👎': '👎'}",Engaged in some in-person conversations at your study spot this afternoon - hope they were enlightening! 👍👎,👎
367,367,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Navigating a couple of different spots seems to have sparked some lively in-person conversations this afternoon! 👍👎"":""👍"",""RespTime_0"":""1707079849.441;1707079857.344"",""__user_triggered__"":""false""}",2024-02-04 15:50:57.344,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Navigating a couple of different spots seems to have sparked some lively in-person conversations this afternoon! 👍👎': '👍', 'RespTime_0': '1707079849.441;1707079857.344', '__user_triggered__': 'false'}",Navigating a couple of different spots seems to have sparked some lively in-person conversations this afternoon! 👍👎,👍
368,368,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707080938.809;1707080951.444"",""Q3: Keeping that one favorite spot company this afternoon, huh? Let me know if you've claimed it!"":""👍"",""__user_triggered__"":""false""}",2024-02-04 16:09:11.444,t0006@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707080938.809;1707080951.444', ""Q3: Keeping that one favorite spot company this afternoon, huh? Let me know if you've claimed it!"": '👍', '__user_triggered__': 'false'}","Keeping that one favorite spot company this afternoon, huh? Let me know if you've claimed it!",👍
370,370,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707083799.022;1707083802.222"",""Q3: Relaxing in the dorm is a perfect recharge for the afternoon! 👍 or 👎?"":""👎"",""__user_triggered__"":""false""}",2024-02-04 16:56:42.221,t0004@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707083799.022;1707083802.222', 'Q3: Relaxing in the dorm is a perfect recharge for the afternoon! 👍 or 👎?': '👎', '__user_triggered__': 'false'}",Relaxing in the dorm is a perfect recharge for the afternoon! 👍 or 👎?,👎
371,371,"{""Q3: Enjoying the back-and-forth between chilling at the dorm and staying active? 👍 or 👎"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707081817.192;1707081822.922"",""__user_triggered__"":""false""}",2024-02-04 16:23:42.921,t0007@sreflect,"{'Q3: Enjoying the back-and-forth between chilling at the dorm and staying active? 👍 or 👎': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707081817.192;1707081822.922', '__user_triggered__': 'false'}",Enjoying the back-and-forth between chilling at the dorm and staying active? 👍 or 👎,👎
403,403,"{""Q3: Caught up with folks over a brief call and some social apps this afternoon?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707166798.562;1707166801.073"",""__user_triggered__"":""false""}",2024-02-05 16:00:01.072,t0002@sreflect,"{'Q3: Caught up with folks over a brief call and some social apps this afternoon?': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707166798.562;1707166801.073', '__user_triggered__': 'false'}",Caught up with folks over a brief call and some social apps this afternoon?,👍
404,404,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707166489.392;1707166494.378"",""Q3: Looks like you might have enjoyed some focused time at one spot this afternoon. 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-05 15:54:54.378,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707166489.392;1707166494.378', 'Q3: Looks like you might have enjoyed some focused time at one spot this afternoon. 👍👎': '👍', '__user_triggered__': 'false'}",Looks like you might have enjoyed some focused time at one spot this afternoon. 👍👎,👍
405,405,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707166044.492;1707166049.431"",""__user_triggered__"":""false"",""Q3: That walk you took must have been a nice change of pace this afternoon!"":""👍""}",2024-02-05 15:47:29.430,t0005@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707166044.492;1707166049.431', '__user_triggered__': 'false', 'Q3: That walk you took must have been a nice change of pace this afternoon!': '👍'}",That walk you took must have been a nice change of pace this afternoon!,👍
406,406,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707167752.240;1707167762.076"",""Q3: Caught that social media wave on your phone during lunch at the cafeteria, didn't you? 👍 or 👎"":""👍"",""__user_triggered__"":""false""}",2024-02-05 16:16:02.075,t0004@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707167752.240;1707167762.076', ""Q3: Caught that social media wave on your phone during lunch at the cafeteria, didn't you? 👍 or 👎"": '👍', '__user_triggered__': 'false'}","Caught that social media wave on your phone during lunch at the cafeteria, didn't you? 👍 or 👎",👍
407,407,"{""Q3: Balancing screen time with some in-person chats this afternoon, way to go!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707167352.132;1707167354.586"",""__user_triggered__"":""false""}",2024-02-05 16:09:14.586,t0007@sreflect,"{'Q3: Balancing screen time with some in-person chats this afternoon, way to go!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707167352.132;1707167354.586', '__user_triggered__': 'false'}","Balancing screen time with some in-person chats this afternoon, way to go!",👍
409,409,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707170432.426;1707170437.752"",""Q3: Your screen seemed to have taken a bit of a backseat this afternoon for more active pursuits!"":""👍"",""__user_triggered__"":""false""}",2024-02-05 17:00:37.752,t0006@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707170432.426;1707170437.752', 'Q3: Your screen seemed to have taken a bit of a backseat this afternoon for more active pursuits!': '👍', '__user_triggered__': 'false'}",Your screen seemed to have taken a bit of a backseat this afternoon for more active pursuits!,👍
450,450,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707251408.642;1707251413.579"",""Q3: You probably enriched your brain with some study place discussions this afternoon. 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-06 15:30:13.579,t0005@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707251408.642;1707251413.579', 'Q3: You probably enriched your brain with some study place discussions this afternoon. 👍👎': '👍', '__user_triggered__': 'false'}",You probably enriched your brain with some study place discussions this afternoon. 👍👎,👍
452,452,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707253499.793;1707253502.592"",""__user_triggered__"":""false"",""Q3: Navigating different spots and staying connected with folks might have made your afternoon lively! 👍👎"":""👍""}",2024-02-06 16:05:02.594,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707253499.793;1707253502.592', '__user_triggered__': 'false', 'Q3: Navigating different spots and staying connected with folks might have made your afternoon lively! 👍👎': '👍'}",Navigating different spots and staying connected with folks might have made your afternoon lively! 👍👎,👍
453,453,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Just a head's up, your afternoon seemed nicely tucked in at the dorm! 👍 or not?"":""👍"",""RespTime_0"":""1707251823.382;1707251826.927"",""__user_triggered__"":""false""}",2024-02-06 15:37:06.927,t0004@sreflect,"{'__name__': 'weekday_nudge_afternoon', ""Q3: Just a head's up, your afternoon seemed nicely tucked in at the dorm! 👍 or not?"": '👍', 'RespTime_0': '1707251823.382;1707251826.927', '__user_triggered__': 'false'}","Just a head's up, your afternoon seemed nicely tucked in at the dorm! 👍 or not?",👍
454,454,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707251440.737;1707251444.913"",""Q3: Looks like you've been more mobile this afternoon; hope it felt good to stretch those legs!"":""👍"",""__user_triggered__"":""false""}",2024-02-06 15:30:44.913,t0009@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707251440.737;1707251444.913', ""Q3: Looks like you've been more mobile this afternoon; hope it felt good to stretch those legs!"": '👍', '__user_triggered__': 'false'}",Looks like you've been more mobile this afternoon; hope it felt good to stretch those legs!,👍
455,455,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707251513.809;1707251516.042"",""Q3: Hope you're having a great afternoon!"":""👍"",""__user_triggered__"":""false""}",2024-02-06 15:31:56.042,t0010@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707251513.809;1707251516.042', ""Q3: Hope you're having a great afternoon!"": '👍', '__user_triggered__': 'false'}",Hope you're having a great afternoon!,👍
456,456,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707253228.210;1707253250.268"",""Q3: Hope you're having a great afternoon!"":""👍"",""__user_triggered__"":""false""}",2024-02-06 16:00:50.269,t0011@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707253228.210;1707253250.268', ""Q3: Hope you're having a great afternoon!"": '👍', '__user_triggered__': 'false'}",Hope you're having a great afternoon!,👍
460,460,"{""Q3: Caught up with folks over a brief call and some social apps this afternoon?"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707254245.383;1707254247.960"",""__user_triggered__"":""false""}",2024-02-06 16:17:27.960,t0002@sreflect,"{'Q3: Caught up with folks over a brief call and some social apps this afternoon?': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707254245.383;1707254247.960', '__user_triggered__': 'false'}",Caught up with folks over a brief call and some social apps this afternoon?,👎
461,461,"{""Q3: A lively discussion in that one special spot this afternoon, wasn't it?"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707254834.734;1707254838.664"",""__user_triggered__"":""false""}",2024-02-06 16:27:18.665,t0006@sreflect,"{""Q3: A lively discussion in that one special spot this afternoon, wasn't it?"": '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707254834.734;1707254838.664', '__user_triggered__': 'false'}","A lively discussion in that one special spot this afternoon, wasn't it?",👍
462,462,"{""Q3: Calls today seemed to connect you with the world beyond your dorm! 👍 or not really? 👎"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707254465.469;1707254475.379"",""__user_triggered__"":""false""}",2024-02-06 16:21:15.378,t0007@sreflect,"{'Q3: Calls today seemed to connect you with the world beyond your dorm! 👍 or not really? 👎': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707254465.469;1707254475.379', '__user_triggered__': 'false'}",Calls today seemed to connect you with the world beyond your dorm! 👍 or not really? 👎,👍
463,463,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707255192,356;1707255199,153"",""Q3: Feeling like your legs might be craving a good stretch after a chill afternoon? 🧘‍♂️🚶‍♀️"":""👎"",""__user_triggered__"":""false""}",2024-02-06 16:33:19.153,t0008@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707255192,356;1707255199,153', 'Q3: Feeling like your legs might be craving a good stretch after a chill afternoon? 🧘\u200d♂️🚶\u200d♀️': '👎', '__user_triggered__': 'false'}",Feeling like your legs might be craving a good stretch after a chill afternoon? 🧘‍♂️🚶‍♀️,👎
464,464,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707256701.705;1707256704.208"",""Q3: Hope you're having a great afternoon!"":""👍"",""__user_triggered__"":""false""}",2024-02-06 16:58:24.207,t0012@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707256701.705;1707256704.208', ""Q3: Hope you're having a great afternoon!"": '👍', '__user_triggered__': 'false'}",Hope you're having a great afternoon!,👍
514,514,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707337807.121;1707337809.237"",""__user_triggered__"":""false"",""Q3: Taking a stroll between your study spots keeps the mind sharp in the afternoon – must feel good!"":""👍""}",2024-02-07 15:30:09.236,t0007@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707337807.121;1707337809.237', '__user_triggered__': 'false', 'Q3: Taking a stroll between your study spots keeps the mind sharp in the afternoon – must feel good!': '👍'}",Taking a stroll between your study spots keeps the mind sharp in the afternoon – must feel good!,👍
515,515,"{""Q3: Took a little stroll earlier? Must have been a refreshing change of scenery! 🌳🚶‍♂️"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707337912,479;1707337919,980"",""__user_triggered__"":""false""}",2024-02-07 15:31:59.980,t0008@sreflect,"{'Q3: Took a little stroll earlier? Must have been a refreshing change of scenery! 🌳🚶\u200d♂️': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707337912,479;1707337919,980', '__user_triggered__': 'false'}",Took a little stroll earlier? Must have been a refreshing change of scenery! 🌳🚶‍♂️,👎
516,516,"{""Q3: Seems like afternoon conversations at the dorm were the highlight of your day!"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707337804.801;1707337808.625"",""__user_triggered__"":""false""}",2024-02-07 15:30:08.625,t0002@sreflect,"{'Q3: Seems like afternoon conversations at the dorm were the highlight of your day!': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707337804.801;1707337808.625', '__user_triggered__': 'false'}",Seems like afternoon conversations at the dorm were the highlight of your day!,👎
517,517,"{""Q3: Settling into one cozy nook this afternoon could have been a productive choice! 👍👎"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707337811.001;1707337816.283"",""__user_triggered__"":""false""}",2024-02-07 15:30:16.282,t0003@sreflect,"{'Q3: Settling into one cozy nook this afternoon could have been a productive choice! 👍👎': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707337811.001;1707337816.283', '__user_triggered__': 'false'}",Settling into one cozy nook this afternoon could have been a productive choice! 👍👎,👍
518,518,"{""Q3: Zoning into your studies likely led to some interesting ideas during your afternoon time at those favorite spots!"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707339607.195;1707339609.884"",""__user_triggered__"":""false""}",2024-02-07 16:00:09.884,t0005@sreflect,"{'Q3: Zoning into your studies likely led to some interesting ideas during your afternoon time at those favorite spots!': '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707339607.195;1707339609.884', '__user_triggered__': 'false'}",Zoning into your studies likely led to some interesting ideas during your afternoon time at those favorite spots!,👍
519,519,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707339412.971;1707339414.804"",""__user_triggered__"":""false"",""Q3: This afternoon seems productive with some peer interactions and app usage!"":""👍""}",2024-02-07 15:56:54.805,t0010@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707339412.971;1707339414.804', '__user_triggered__': 'false', 'Q3: This afternoon seems productive with some peer interactions and app usage!': '👍'}",This afternoon seems productive with some peer interactions and app usage!,👍
520,520,"{""__name__"":""weekday_nudge_afternoon"",""Q3: Caught up with someone today during your campus rounds? 👥🗨️"":""👎"",""RespTime_0"":""1707337806.343;1707337814.232"",""__user_triggered__"":""false""}",2024-02-07 15:30:14.232,t0012@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'Q3: Caught up with someone today during your campus rounds? 👥🗨️': '👎', 'RespTime_0': '1707337806.343;1707337814.232', '__user_triggered__': 'false'}",Caught up with someone today during your campus rounds? 👥🗨️,👎
521,521,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707339365.134;1707339370.127"",""__user_triggered__"":""false"",""Q3: Felt good to disconnect from the screen for a bit this afternoon, huh?"":""👍""}",2024-02-07 15:56:10.131,t0006@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707339365.134;1707339370.127', '__user_triggered__': 'false', 'Q3: Felt good to disconnect from the screen for a bit this afternoon, huh?': '👍'}","Felt good to disconnect from the screen for a bit this afternoon, huh?",👍
522,522,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707339879,217;1707339883,413"",""Q3: Feeling like your conversations have sparked some good ideas this afternoon? 🗯️💡"":""👍"",""__user_triggered__"":""false""}",2024-02-07 16:04:43.414,t0011@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707339879,217;1707339883,413', 'Q3: Feeling like your conversations have sparked some good ideas this afternoon? 🗯️💡': '👍', '__user_triggered__': 'false'}",Feeling like your conversations have sparked some good ideas this afternoon? 🗯️💡,👍
525,525,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707343222.222;1707343226.674"",""Q3: Looks like you've been pretty stationary this afternoon; hope you've also had a moment to stretch or move around!"":""👍"",""__user_triggered__"":""false""}",2024-02-07 17:00:26.674,t0009@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707343222.222;1707343226.674', ""Q3: Looks like you've been pretty stationary this afternoon; hope you've also had a moment to stretch or move around!"": '👍', '__user_triggered__': 'false'}",Looks like you've been pretty stationary this afternoon; hope you've also had a moment to stretch or move around!,👍
577,577,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707424300.950;1707424306.955"",""__user_triggered__"":""false"",""Q3: Seems like a cozy afternoon staying in one spot might have felt quite snug and focused! 👍👎"":""👍""}",2024-02-08 15:31:46.956,t0003@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707424300.950;1707424306.955', '__user_triggered__': 'false', 'Q3: Seems like a cozy afternoon staying in one spot might have felt quite snug and focused! 👍👎': '👍'}",Seems like a cozy afternoon staying in one spot might have felt quite snug and focused! 👍👎,👍
578,578,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707424302,190;1707424311,839"",""__user_triggered__"":""false"",""Q3: Seems like today's afternoon had you moving between a few favorite spots!"":""👍""}",2024-02-08 15:31:51.838,t0008@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707424302,190;1707424311,839', '__user_triggered__': 'false', ""Q3: Seems like today's afternoon had you moving between a few favorite spots!"": '👍'}",Seems like today's afternoon had you moving between a few favorite spots!,👍
579,579,"{""Q3: Found a new cozy corner for your afternoon activities, huh? Must be a refreshing change of scenery."":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707424218.014;1707424222.228"",""__user_triggered__"":""false""}",2024-02-08 15:30:22.227,t0009@sreflect,"{'Q3: Found a new cozy corner for your afternoon activities, huh? Must be a refreshing change of scenery.': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707424218.014;1707424222.228', '__user_triggered__': 'false'}","Found a new cozy corner for your afternoon activities, huh? Must be a refreshing change of scenery.",👎
580,580,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707424205.631;1707424214.063"",""__user_triggered__"":""false"",""Q3: Chatting at the study spot must have made the afternoon fly by! 👍 or 👎?"":""👍""}",2024-02-08 15:30:14.062,t0010@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707424205.631;1707424214.063', '__user_triggered__': 'false', 'Q3: Chatting at the study spot must have made the afternoon fly by! 👍 or 👎?': '👍'}",Chatting at the study spot must have made the afternoon fly by! 👍 or 👎?,👍
581,581,"{""Q3: Dorm life must be providing some solid study or relaxation time this afternoon!"":""👎"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707424756.282;1707424760.323"",""__user_triggered__"":""false""}",2024-02-08 15:39:20.322,t0002@sreflect,"{'Q3: Dorm life must be providing some solid study or relaxation time this afternoon!': '👎', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707424756.282;1707424760.323', '__user_triggered__': 'false'}",Dorm life must be providing some solid study or relaxation time this afternoon!,👎
582,582,"{""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707425076.206;1707425078.617"",""Q3: Looks like you found time for a stroll between your study sessions this afternoon! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-08 15:44:38.617,t0005@sreflect,"{'__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707425076.206;1707425078.617', 'Q3: Looks like you found time for a stroll between your study sessions this afternoon! 👍👎': '👍', '__user_triggered__': 'false'}",Looks like you found time for a stroll between your study sessions this afternoon! 👍👎,👍
583,583,"{""Q3: Seems like your day's been a mix of moving around and some screen time. Staying balanced? 👍 or 👎"":""👍"",""__name__"":""weekday_nudge_afternoon"",""RespTime_0"":""1707424209.516;1707424216.021"",""__user_triggered__"":""false""}",2024-02-08 15:30:16.020,t0012@sreflect,"{""Q3: Seems like your day's been a mix of moving around and some screen time. Staying balanced? 👍 or 👎"": '👍', '__name__': 'weekday_nudge_afternoon', 'RespTime_0': '1707424209.516;1707424216.021', '__user_triggered__': 'false'}",Seems like your day's been a mix of moving around and some screen time. Staying balanced? 👍 or 👎,👍
