,Unnamed: 0,data,day,uid,data_test,Q2_question,Q2_response
433,433,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707240854.161;1707240858.935"",""Q2: Hopping between a couple of places this morning seemed like a refreshing change of scene! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-06 12:34:18.937,t0003@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707240854.161;1707240858.935', 'Q2: Hopping between a couple of places this morning seemed like a refreshing change of scene! 👍👎': '👍', '__user_triggered__': 'false'}",Hopping between a couple of places this morning seemed like a refreshing change of scene! 👍👎,👍
434,434,"{""Q2: Taking it easy with screen time this morning helps keep the mind fresh, right?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707241606.683;1707241610.257"",""__user_triggered__"":""false""}",2024-02-06 12:46:50.256,t0002@sreflect,"{'Q2: Taking it easy with screen time this morning helps keep the mind fresh, right?': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707241606.683;1707241610.257', '__user_triggered__': 'false'}","Taking it easy with screen time this morning helps keep the mind fresh, right?",👍
435,435,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707242203.357;1707242208.570"",""Q2: Sneaking in some screen time this morning was a smooth move! 👍 or 👎"":""👍"",""__user_triggered__"":""false""}",2024-02-06 12:56:48.569,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707242203.357;1707242208.570', 'Q2: Sneaking in some screen time this morning was a smooth move! 👍 or 👎': '👍', '__user_triggered__': 'false'}",Sneaking in some screen time this morning was a smooth move! 👍 or 👎,👍
437,437,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707240632.692;1707240636.312"",""Q2: Got through your morning with a good mix of screen interaction and human connection, I see!"":""👍"",""__user_triggered__"":""false""}",2024-02-06 12:30:36.318,t0006@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707240632.692;1707240636.312', 'Q2: Got through your morning with a good mix of screen interaction and human connection, I see!': '👍', '__user_triggered__': 'false'}","Got through your morning with a good mix of screen interaction and human connection, I see!",👍
438,438,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707244066.687;1707244068.745"",""__user_triggered__"":""false"",""Q2: Switching between different spots this morning kept things interesting!"":""👍""}",2024-02-06 13:27:48.744,t0007@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707244066.687;1707244068.745', '__user_triggered__': 'false', 'Q2: Switching between different spots this morning kept things interesting!': '👍'}",Switching between different spots this morning kept things interesting!,👍
441,441,"{""__name__"":""weekday_nudge_morning"",""Q2: Enjoyed a little hustle between your favorite spots this morning, didn't you?"":""👍"",""RespTime_0"":""1707246065,232;1707246074,746"",""__user_triggered__"":""false""}",2024-02-06 14:01:14.746,t0008@sreflect,"{'__name__': 'weekday_nudge_morning', ""Q2: Enjoyed a little hustle between your favorite spots this morning, didn't you?"": '👍', 'RespTime_0': '1707246065,232;1707246074,746', '__user_triggered__': 'false'}","Enjoyed a little hustle between your favorite spots this morning, didn't you?",👍
443,443,"{""__name__"":""weekday_nudge_morning"",""Q2: Enjoyed a little hustle between your favorite spots this morning, didn't you?"":""👍"",""RespTime_0"":""1707247029.767;1707247037.032"",""__user_triggered__"":""false""}",2024-02-06 14:17:17.032,t0009@sreflect,"{'__name__': 'weekday_nudge_morning', ""Q2: Enjoyed a little hustle between your favorite spots this morning, didn't you?"": '👍', 'RespTime_0': '1707247029.767;1707247037.032', '__user_triggered__': 'false'}","Enjoyed a little hustle between your favorite spots this morning, didn't you?",👍
501,501,"{""Q2: Chilling at one spot this morning must feel quite peaceful."":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327038.186;1707327042.658"",""__user_triggered__"":""false""}",2024-02-07 12:30:42.657,t0002@sreflect,"{'Q2: Chilling at one spot this morning must feel quite peaceful.': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327038.186;1707327042.658', '__user_triggered__': 'false'}",Chilling at one spot this morning must feel quite peaceful.,👍
502,502,"{""Q2: Caught enough chit-chat moments this morning to fuel your day?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327041.214;1707327044.262"",""__user_triggered__"":""false""}",2024-02-07 12:30:44.262,t0005@sreflect,"{'Q2: Caught enough chit-chat moments this morning to fuel your day?': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327041.214;1707327044.262', '__user_triggered__': 'false'}",Caught enough chit-chat moments this morning to fuel your day?,👍
503,503,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327147.416;1707327150.959"",""Q2: Seems like you stayed cozy in your favorite spot this morning!"":""👍"",""__user_triggered__"":""false""}",2024-02-07 12:32:30.960,t0006@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327147.416;1707327150.959', 'Q2: Seems like you stayed cozy in your favorite spot this morning!': '👍', '__user_triggered__': 'false'}",Seems like you stayed cozy in your favorite spot this morning!,👍
504,504,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327003,782;1707327007,929"",""__user_triggered__"":""false"",""Q2: Seems like morning found you switching between different spots!"":""👍""}",2024-02-07 12:30:07.930,t0011@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327003,782;1707327007,929', '__user_triggered__': 'false', 'Q2: Seems like morning found you switching between different spots!': '👍'}",Seems like morning found you switching between different spots!,👍
505,505,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327473.377;1707327480.943"",""__user_triggered__"":""false"",""Q2: Caught any interesting conversations at your study spots this morning?"":""👎""}",2024-02-07 12:38:00.943,t0012@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327473.377;1707327480.943', '__user_triggered__': 'false', 'Q2: Caught any interesting conversations at your study spots this morning?': '👎'}",Caught any interesting conversations at your study spots this morning?,👎
508,508,"{""Q2: Navigating one favorite spot this morning might have given a sense of calm and focus. 👍👎"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327003.021;1707327007.979"",""__user_triggered__"":""false""}",2024-02-07 12:30:07.979,t0003@sreflect,"{'Q2: Navigating one favorite spot this morning might have given a sense of calm and focus. 👍👎': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327003.021;1707327007.979', '__user_triggered__': 'false'}",Navigating one favorite spot this morning might have given a sense of calm and focus. 👍👎,👍
509,509,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327578.915;1707327582.723"",""Q2: Juggling between a few favorite spots kept the morning lively, I bet!"":""👍"",""__user_triggered__"":""false""}",2024-02-07 12:39:42.723,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327578.915;1707327582.723', 'Q2: Juggling between a few favorite spots kept the morning lively, I bet!': '👍', '__user_triggered__': 'false'}","Juggling between a few favorite spots kept the morning lively, I bet!",👍
510,510,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327766,075;1707327773,446"",""__user_triggered__"":""false"",""Q2: Your morning might've started on a social note with some lively chats! 🌞🗣️"":""👍""}",2024-02-07 12:42:53.446,t0008@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327766,075;1707327773,446', '__user_triggered__': 'false', ""Q2: Your morning might've started on a social note with some lively chats! 🌞🗣️"": '👍'}",Your morning might've started on a social note with some lively chats! 🌞🗣️,👍
511,511,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327068.285;1707327081.011"",""Q2: Starting your morning at your favorite spot, nice move for a change of pace!"":""👍"",""__user_triggered__"":""false""}",2024-02-07 12:31:21.010,t0009@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327068.285;1707327081.011', 'Q2: Starting your morning at your favorite spot, nice move for a change of pace!': '👍', '__user_triggered__': 'false'}","Starting your morning at your favorite spot, nice move for a change of pace!",👍
512,512,"{""Q2: Enjoyed moving around more than usual this morning, didn't you?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707327016.768;1707327020.445"",""__user_triggered__"":""false""}",2024-02-07 12:30:20.446,t0010@sreflect,"{""Q2: Enjoyed moving around more than usual this morning, didn't you?"": '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707327016.768;1707327020.445', '__user_triggered__': 'false'}","Enjoyed moving around more than usual this morning, didn't you?",👍
513,513,"{""Q2: Started your day off with a cozy dorm stay, feels like home away from home, doesn't it?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707328490.072;1707328492.141"",""__user_triggered__"":""false""}",2024-02-07 12:54:52.141,t0007@sreflect,"{""Q2: Started your day off with a cozy dorm stay, feels like home away from home, doesn't it?"": '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707328490.072;1707328492.141', '__user_triggered__': 'false'}","Started your day off with a cozy dorm stay, feels like home away from home, doesn't it?",👍
563,563,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413409.023;1707413412.783"",""Q2: Morning time at home surely sets a relaxed pace for the day!"":""👍"",""__user_triggered__"":""false""}",2024-02-08 12:30:12.782,t0002@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413409.023;1707413412.783', 'Q2: Morning time at home surely sets a relaxed pace for the day!': '👍', '__user_triggered__': 'false'}",Morning time at home surely sets a relaxed pace for the day!,👍
564,564,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413604.751;1707413609.274"",""Q2: You probably found a nice rhythm juggling chats and scrolling through social feeds this morning!"":""👍"",""__user_triggered__"":""false""}",2024-02-08 12:33:29.273,t0006@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413604.751;1707413609.274', 'Q2: You probably found a nice rhythm juggling chats and scrolling through social feeds this morning!': '👍', '__user_triggered__': 'false'}",You probably found a nice rhythm juggling chats and scrolling through social feeds this morning!,👍
565,565,"{""__name__"":""weekday_nudge_morning"",""Q2: Caught up on your favorite social feed this morning?"":""👎"",""RespTime_0"":""1707413409,916;1707413415,070"",""__user_triggered__"":""false""}",2024-02-08 12:30:15.069,t0011@sreflect,"{'__name__': 'weekday_nudge_morning', 'Q2: Caught up on your favorite social feed this morning?': '👎', 'RespTime_0': '1707413409,916;1707413415,070', '__user_triggered__': 'false'}",Caught up on your favorite social feed this morning?,👎
566,566,"{""Q2: Hope your morning routine included a bit of screen-free time! 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413765.840;1707413779.695"",""__user_triggered__"":""false""}",2024-02-08 12:36:19.694,t0012@sreflect,"{'Q2: Hope your morning routine included a bit of screen-free time! 👍 or 👎?': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413765.840;1707413779.695', '__user_triggered__': 'false'}",Hope your morning routine included a bit of screen-free time! 👍 or 👎?,👍
567,567,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413704.410;1707413706.132"",""Q2: The morning chats at the dorm must have sparked some great ideas!"":""👍"",""__user_triggered__"":""false""}",2024-02-08 12:35:06.131,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413704.410;1707413706.132', 'Q2: The morning chats at the dorm must have sparked some great ideas!': '👍', '__user_triggered__': 'false'}",The morning chats at the dorm must have sparked some great ideas!,👍
568,568,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413410.752;1707413413.926"",""Q2: Seems like you found a favorite corner to settle in this morning!"":""👍"",""__user_triggered__"":""false""}",2024-02-08 12:30:13.927,t0009@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413410.752;1707413413.926', 'Q2: Seems like you found a favorite corner to settle in this morning!': '👍', '__user_triggered__': 'false'}",Seems like you found a favorite corner to settle in this morning!,👍
569,569,"{""Q2: Seems like your morning was a mix of staying put and being on the move!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413458.187;1707413471.878"",""__user_triggered__"":""false""}",2024-02-08 12:31:11.878,t0010@sreflect,"{'Q2: Seems like your morning was a mix of staying put and being on the move!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413458.187;1707413471.878', '__user_triggered__': 'false'}",Seems like your morning was a mix of staying put and being on the move!,👍
570,570,"{""Q2: Sticking close to home this morning might have made for a snug and steady start. 👍👎"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707415213.896;1707415219.114"",""__user_triggered__"":""false""}",2024-02-08 13:00:19.114,t0003@sreflect,"{'Q2: Sticking close to home this morning might have made for a snug and steady start. 👍👎': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707415213.896;1707415219.114', '__user_triggered__': 'false'}",Sticking close to home this morning might have made for a snug and steady start. 👍👎,👍
571,571,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707413861.303;1707413865.350"",""Q2: Explored a few new corners on campus this morning, haven't you? 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-08 12:37:45.349,t0005@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707413861.303;1707413865.350', ""Q2: Explored a few new corners on campus this morning, haven't you? 👍👎"": '👍', '__user_triggered__': 'false'}","Explored a few new corners on campus this morning, haven't you? 👍👎",👍
572,572,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707415333.950;1707415339.420"",""__user_triggered__"":""false"",""Q2: Managed to squeeze in a hearty walk this morning! 👍👎"":""👍""}",2024-02-08 13:02:19.420,t0013@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707415333.950;1707415339.420', '__user_triggered__': 'false', 'Q2: Managed to squeeze in a hearty walk this morning! 👍👎': '👍'}",Managed to squeeze in a hearty walk this morning! 👍👎,👍
573,573,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707417610,869;1707417618,038"",""__user_triggered__"":""false"",""Q2: Caught up on some screen time this morning, maybe emails or a favorite blog? 💻🌞"":""👍""}",2024-02-08 13:40:18.038,t0008@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707417610,869;1707417618,038', '__user_triggered__': 'false', 'Q2: Caught up on some screen time this morning, maybe emails or a favorite blog? 💻🌞': '👍'}","Caught up on some screen time this morning, maybe emails or a favorite blog? 💻🌞",👍
574,574,"{""Q2: Looks like today's morning was all about sticking close to home base! 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707417215.602;1707417221.167"",""__user_triggered__"":""false""}",2024-02-08 13:33:41.167,t0007@sreflect,"{""Q2: Looks like today's morning was all about sticking close to home base! 👍 or 👎?"": '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707417215.602;1707417221.167', '__user_triggered__': 'false'}",Looks like today's morning was all about sticking close to home base! 👍 or 👎?,👍
635,635,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707499808.255;1707499812.680"",""Q2: Switching between being active and stationary made your morning interesting, right?"":""👍"",""__user_triggered__"":""false""}",2024-02-09 12:30:12.680,t0010@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707499808.255;1707499812.680', 'Q2: Switching between being active and stationary made your morning interesting, right?': '👍', '__user_triggered__': 'false'}","Switching between being active and stationary made your morning interesting, right?",👍
636,636,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707499811.212;1707499836.965"",""Q2: Morning home time seems to be your go-to for starting the day right."":""👍"",""__user_triggered__"":""false""}",2024-02-09 12:30:36.964,t0002@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707499811.212;1707499836.965', 'Q2: Morning home time seems to be your go-to for starting the day right.': '👍', '__user_triggered__': 'false'}",Morning home time seems to be your go-to for starting the day right.,👍
637,637,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707499805.883;1707499809.832"",""Q2: Swapping between study and social apps was a smooth multitasking move this morning, right?"":""👍"",""__user_triggered__"":""false""}",2024-02-09 12:30:09.832,t0005@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707499805.883;1707499809.832', 'Q2: Swapping between study and social apps was a smooth multitasking move this morning, right?': '👍', '__user_triggered__': 'false'}","Swapping between study and social apps was a smooth multitasking move this morning, right?",👍
638,638,"{""Q2: Navigated your morning with a smooth blend of screen time and socializing, didn't you?"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707499954.556;1707499959.319"",""__user_triggered__"":""false""}",2024-02-09 12:32:39.319,t0006@sreflect,"{""Q2: Navigated your morning with a smooth blend of screen time and socializing, didn't you?"": '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707499954.556;1707499959.319', '__user_triggered__': 'false'}","Navigated your morning with a smooth blend of screen time and socializing, didn't you?",👍
639,639,"{""Q2: Looks like you've managed to find that sweet spot between being still and staying connected this morning! 👍 or 👎?"":""👎"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707499993.998;1707499999.861"",""__user_triggered__"":""false""}",2024-02-09 12:33:19.861,t0012@sreflect,"{""Q2: Looks like you've managed to find that sweet spot between being still and staying connected this morning! 👍 or 👎?"": '👎', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707499993.998;1707499999.861', '__user_triggered__': 'false'}",Looks like you've managed to find that sweet spot between being still and staying connected this morning! 👍 or 👎?,👎
640,640,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707500176.253;1707500180.331"",""__user_triggered__"":""false"",""Q2: Chatted with friends or scrolled through messages this morning? It might have been quite the social start!"":""👍""}",2024-02-09 12:36:20.331,t0003@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707500176.253;1707500180.331', '__user_triggered__': 'false', 'Q2: Chatted with friends or scrolled through messages this morning? It might have been quite the social start!': '👍'}",Chatted with friends or scrolled through messages this morning? It might have been quite the social start!,👍
641,641,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707500800.720;1707500805.583"",""__user_triggered__"":""false"",""Q2: Hopping between dorm and a familiar spot might have perked up your morning!"":""👍""}",2024-02-09 12:46:45.582,t0004@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707500800.720;1707500805.583', '__user_triggered__': 'false', 'Q2: Hopping between dorm and a familiar spot might have perked up your morning!': '👍'}",Hopping between dorm and a familiar spot might have perked up your morning!,👍
642,642,"{""Q2: Hopping from chat to chat in the dorm probably sparked some good convos this morning!"":""👍"",""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707503028.236;1707503029.911"",""__user_triggered__"":""false""}",2024-02-09 13:23:49.911,t0007@sreflect,"{'Q2: Hopping from chat to chat in the dorm probably sparked some good convos this morning!': '👍', '__name__': 'weekday_nudge_morning', 'RespTime_0': '1707503028.236;1707503029.911', '__user_triggered__': 'false'}",Hopping from chat to chat in the dorm probably sparked some good convos this morning!,👍
643,643,"{""__name__"":""weekday_nudge_morning"",""RespTime_0"":""1707501147.376;1707501149.654"",""__user_triggered__"":""false"",""Q2: Noticed you've kept on the move this morning; balance is pretty rewarding, isn't it?"":""👍""}",2024-02-09 12:52:29.654,t0009@sreflect,"{'__name__': 'weekday_nudge_morning', 'RespTime_0': '1707501147.376;1707501149.654', '__user_triggered__': 'false', ""Q2: Noticed you've kept on the move this morning; balance is pretty rewarding, isn't it?"": '👍'}","Noticed you've kept on the move this morning; balance is pretty rewarding, isn't it?",👍
