,data,day,uid
19,"[""Text"",""Your in-person interactions and walking are on the rise 🚶‍♂️👥. How are these changes shaping your daily experiences?"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""Your in-person interactions and walking are on the rise 🚶‍♂️👥. How are these changes shaping your daily experiences?""]",2024-01-10 19:29:01.661,test4@sreflect
20,"[""Text"",""With your social circles expanding, what new insights have you gained from these interactions?"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""With your social circles expanding, what new insights have you gained from these interactions?""]",2024-01-10 19:30:49.352,test4@sreflect
21,"[""Audio"",""Noticed fewer texts & calls lately. 📱 How might reconnecting with friends enrich your upcoming week?"",""Reflect on a moment recently where you felt a sense of gratitude or peace, even briefly. What sparked it?"",""Noticed fewer texts & calls lately. 📱 How might reconnecting with friends enrich your upcoming week?""]",2024-01-10 17:34:47.457,test2@sreflect
22,"[""Audio"",""With your social circles expanding, what new insights have you gained from these interactions?"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""With your social circles expanding, what new insights have you gained from these interactions?""]",2024-01-11 08:46:15.845,test4@sreflect
23,"[""Text"",""With your social circles expanding, what new insights have you gained from these interactions?"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""With your social circles expanding, what new insights have you gained from these interactions?""]",2024-01-11 08:47:29.904,test4@sreflect
24,"[""Audio"",""With in-person chatter up and steps down, what's a new hobby you could try to blend the two? Thanks for sharing!"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""With in-person chatter up and steps down, what's a new hobby you could try to blend the two? Thanks for sharing!""]",2024-01-11 16:01:44.914,test4@sreflect
25,"[""Audio"",""Seeing less screen time & steps lately, how might you balance tech use & physical activity tomorrow?"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""Seeing less screen time & steps lately, how might you balance tech use & physical activity tomorrow?""]",2024-01-11 16:02:56.680,test4@sreflect
26,"[""Text"",""Reflect on a recent change that's been positive. How might you build on this for the next week?"",""With the term easing up, have you felt a shift in pace? Reflect on one thing you've appreciated lately and how it's lifted your spirits."",""Reflect on a recent change that's been positive. How might you build on this for the next week?""]",2024-01-11 16:05:53.482,test4@sreflect
27,"[""Audio"",""With less screen time lately, what new thoughts or ideas are coming to mind during your walks or other activities?"",""Reflecting on your increased in-person interactions lately, who has brought you the most joy or comfort in conversation?"",""With less screen time lately, what new thoughts or ideas are coming to mind during your walks or other activities?""]",2024-01-11 16:02:45.224,t0001@sreflect
28,"[""Text"",""How did a recent kind action make you feel about yourself?"",""Reflecting on recent days, what's one thing you're thankful for that brought a smile to your face or comfort to your day?"",""How did a recent kind action make you feel about yourself?""]",2024-01-11 17:15:29.296,test2@sreflect
29,"[""Audio"",""With less screen time lately, what new thoughts or ideas are coming to mind during your walks or other activities?"",""Considering the academic term is at a more relaxed pace, you've been visiting more places. How did these outings contribute to your well-being?"",""With less screen time lately, what new thoughts or ideas are coming to mind during your walks or other activities?""]",2024-01-13 11:47:11.671,t0001@sreflect
30,"[""Text"",""Noticing shifts in your physical activity, how might you adapt to maintain your fitness goals this term?"",""You're visiting more places lately. How does exploring new environments impact your mood and daily routine?"",""Noticing shifts in your physical activity, how might you adapt to maintain your fitness goals this term?""]",2024-01-13 13:23:28.773,test4@sreflect
31,"[""Audio"",""Reflect on a small victory or act of kindness you witnessed this week. How did it make you feel? Keep shining, your efforts count! 🌟"",""Considering the academic term is at a more relaxed pace, you've been visiting more places. How did these outings contribute to your well-being?"",""Reflect on a small victory or act of kindness you witnessed this week. How did it make you feel? Keep shining, your efforts count! 🌟""]",2024-01-14 11:18:01.779,t0001@sreflect
32,"[""Audio"",""Noticing any changes in your evening routine as the term eases? What new habit might benefit your sleep this week?"",""failure"",""Noticing any changes in your evening routine as the term eases? What new habit might benefit your sleep this week?""]",2024-01-14 16:01:58.779,t0001@sreflect
33,"[""Audio"",""Noticing any changes in your evening routine as the term eases? What new habit might benefit your sleep this week?"",""failure"",""Noticing any changes in your evening routine as the term eases? What new habit might benefit your sleep this week?""]",2024-01-15 08:59:28.913,t0001@sreflect
34,"[""Audio"",""Noticing any changes in your evening routine as the term eases? What new habit might benefit your sleep this week?"",""failure"",""Noticing any changes in your evening routine as the term eases? What new habit might benefit your sleep this week?""]",2024-01-14 07:56:29.135,t0001@sreflect
35,"[""Audio"",""Noticing shifts in your physical activity, how might you adapt to maintain your fitness goals this term?"",""failure"",""Noticing shifts in your physical activity, how might you adapt to maintain your fitness goals this term?""]",2024-01-15 19:55:41.526,test4@sreflect
36,"[""Audio"",""Noticing shifts in your physical activity, how might you adapt to maintain your fitness goals this term?"",""failure"",""Noticing shifts in your physical activity, how might you adapt to maintain your fitness goals this term?""]",2024-01-15 19:57:14.973,test4@sreflect
37,"[""Audio"",""Walking's up! How's it brightening your mood or day?"",""You've been switching up your activity; how did the increase in walks make you feel, and what thoughts came to mind during these moments?"",""Walking's up! How's it brightening your mood or day?""]",2024-01-16 16:03:16.355,t0001@sreflect
38,"[""Audio"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?"",""Noticing less time at the gym but more walking, when do you feel most energized? Reflect on how integrating movement into your routine benefits you."",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?""]",2024-01-16 21:34:10.621,test4@sreflect
39,"[""Audio"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-01-17 15:12:01.599,test5@sreflect
40,"[""Text"",""Less walking about lately. What new place or activity could add a dash of variety to your routine?"",""Noticing the trend, you seem to be reaching out less in person. Want to share how a recent interaction made a positive impact on your day?"",""Less walking about lately. What new place or activity could add a dash of variety to your routine?""]",2024-01-17 16:04:27.664,t0001@sreflect
41,"[""Audio"",""Exploring more places could mix things up - got any spots in mind to visit this week?"",""Noticing the trend, you seem to be reaching out less in person. Want to share how a recent interaction made a positive impact on your day?"",""Exploring more places could mix things up - got any spots in mind to visit this week?""]",2024-01-17 16:06:27.832,t0001@sreflect
42,"[""Text"",""Noticed you're texting more. How do these conversations nourish you amidst a chill academic term?"",""Noticing the trend, you seem to be reaching out less in person. Want to share how a recent interaction made a positive impact on your day?"",""Noticed you're texting more. How do these conversations nourish you amidst a chill academic term?""]",2024-01-17 16:09:22.928,t0001@sreflect
43,"[""Audio"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?"",""While the academic term ebbs low, you've engaged less with folks around. What's one conversation lately that left you feeling connected or sparked joy?"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?""]",2024-01-17 19:33:37.033,test4@sreflect
44,"[""Audio"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?"",""While the academic term ebbs low, you've engaged less with folks around. What's one conversation lately that left you feeling connected or sparked joy?"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?""]",2024-01-17 19:33:45.069,test4@sreflect
45,"[""Audio"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?"",""While the academic term ebbs low, you've engaged less with folks around. What's one conversation lately that left you feeling connected or sparked joy?"",""While academic term stress is low, have you taken a moment for self-care today? What's one kind thing you did for yourself?""]",2024-01-17 19:34:58.174,test4@sreflect
46,"[""Audio"",""Seen the screen less, but met more folks recently? Tell me about a recent convo that stuck with you."",""Given the uptick in places you're exploring, tell me about a spot you've enjoyed recently and why it was special."",""Seen the screen less, but met more folks recently? Tell me about a recent convo that stuck with you.""]",2024-01-18 16:15:36.105,t0001@sreflect
47,"[""Audio"",""With a quieter academic term, how does your increased screen time relate to your day's best moment?"",""No auto key"",""With a quieter academic term, how does your increased screen time relate to your day's best moment?""]",2024-01-18 16:44:50.118,test5@sreflect
48,"[""Text"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-01-19 11:11:25.799,test10@sreflect
49,"[""Text"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-01-19 16:02:37.538,test10@sreflect
50,"[""Text"",""Seen the screen less, but met more folks recently? Tell me about a recent convo that stuck with you."",""As you look to liven up these winter weeks, what's one activity you've tried and enjoyed, perhaps unexpectedly, that you're thankful for?"",""Seen the screen less, but met more folks recently? Tell me about a recent convo that stuck with you.""]",2024-01-19 19:02:51.250,t0001@sreflect
51,"[""Text"",""Seen the screen less, but met more folks recently? Tell me about a recent convo that stuck with you."",""As you look to liven up these winter weeks, what's one activity you've tried and enjoyed, perhaps unexpectedly, that you're thankful for?"",""Seen the screen less, but met more folks recently? Tell me about a recent convo that stuck with you.""]",2024-01-19 19:04:37.114,t0001@sreflect
52,"[""Text"",""No manual key"",""Has a recent act of kindness from someone brightened your day? Reflect on that moment and share how it affected you."",""Has a recent act of kindness from someone brightened your day? Reflect on that moment and share how it affected you.""]",2024-01-20 10:24:35.842,test3@sreflect
53,"[""Audio"",""As you look to liven up these winter weeks, what's one activity you've tried and enjoyed, perhaps unexpectedly, that you're thankful for?"",""As you look to liven up these winter weeks, what's one activity you've tried and enjoyed, perhaps unexpectedly, that you're thankful for?"",""As you look to liven up these winter weeks, what's one activity you've tried and enjoyed, perhaps unexpectedly, that you're thankful for?""]",2024-01-20 18:17:34.822,t0001@sreflect
54,"[""Text"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-01-20 18:54:19.601,test10@sreflect
55,"[""Audio"",""Reflect on a small win you had this week and how it made you feel. Grateful for your courage to grow every day! Keep thriving!"",""Reflect on a small win you had this week and how it made you feel. Gratitude for your efforts! Keep going, you're doing great!"",""Reflect on a small win you had this week and how it made you feel. Grateful for your courage to grow every day! Keep thriving!""]",2024-01-20 19:42:27.401,test5@sreflect
56,"[""Audio"",""Reflect on a small win you had this week and how it made you feel. Grateful for your courage to grow every day! Keep thriving!"",""Reflect on a small win you had this week and how it made you feel. Gratitude for your efforts! Keep going, you're doing great!"",""Reflect on a small win you had this week and how it made you feel. Grateful for your courage to grow every day! Keep thriving!""]",2024-01-20 21:18:56.094,test5@sreflect
57,"[""Text"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-01-20 21:18:17.111,test10@sreflect
58,"[""Text"",""How have your interactions, digital or real-time, shifted this week, and what new favorites have you discovered?"",""With your reduced screen time, consider a recent interaction offline that you felt was meaningful. How might more of these enrich your week?"",""How have your interactions, digital or real-time, shifted this week, and what new favorites have you discovered?""]",2024-01-21 21:02:50.937,test8@sreflect
59,"[""Text"",""With your screen time dipping lately, how do you feel about your digital engagement this week?"",""Considering the quieter moments this week, what's one positive interaction that stood out for you, and why do you think it felt significant?"",""With your screen time dipping lately, how do you feel about your digital engagement this week?""]",2024-01-21 21:03:26.062,test10@sreflect
60,"[""Audio"",""Noticed you're walking more - does this new rhythm offer fresh perspectives or moments of clarity during your week?"",""Considering you've been walking more, what new paths or routines have you discovered and how have they influenced your day?"",""Noticed you're walking more - does this new rhythm offer fresh perspectives or moments of clarity during your week?""]",2024-01-21 21:58:33.137,t0001@sreflect
61,"[""Audio"",""Noticed fewer chats with friends this week. How might reconnecting bring balance to your routine?"",""Noticed you're interacting less socially lately. What's a connection you've missed and how might you rekindle it this coming week?"",""Noticed fewer chats with friends this week. How might reconnecting bring balance to your routine?""]",2024-01-21 22:50:56.089,test5@sreflect
62,"[""Audio"",""Your social connections are blossoming! What uplifting conversations or encounters sparked joy for you recently?"",""With your increased social interactions and screen time, have you found a hobby or activity that helps balance your digital and personal connections?"",""Your social connections are blossoming! What uplifting conversations or encounters sparked joy for you recently?""]",2024-01-22 21:02:48.555,t0001@sreflect
63,"[""Audio"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?""]",2024-01-23 01:09:32.637,test5@sreflect
64,"[""Text"",""As you've shifted more towards outgoing interactions, consider the balance in your connections. How did showing initiative influence your day?"",""As you've shifted more towards outgoing interactions, consider the balance in your connections. How did showing initiative influence your day?"",""As you've shifted more towards outgoing interactions, consider the balance in your connections. How did showing initiative influence your day?""]",2024-01-23 15:21:23.303,test2@sreflect
65,"[""Audio"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?""]",2024-01-23 17:19:11.535,test5@sreflect
66,"[""Audio"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?""]",2024-01-23 18:09:48.934,test5@sreflect
67,"[""Audio"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?"",""As the academic term chills out, consider the creative ways you've made study time active. How can blending movement with learning boost your day?""]",2024-01-23 18:14:10.549,test5@sreflect
68,"[""Audio"",""Exploring new places can be refreshing. How does changing your environment influence your well-being and focus?"",""While academic term stress is low, you're dialing more out than in and meeting less in person. Reflect on how deepening these interactions might enrich your day."",""Exploring new places can be refreshing. How does changing your environment influence your well-being and focus?""]",2024-01-23 21:04:57.572,t0001@sreflect
69,"[""Text"",""Notice fewer locations visited; has this change offered new insights or routines?"",""Considering the recent shift in your digital and social patterns, what new habits might you want to explore to enrich your personal and academic life?"",""Notice fewer locations visited; has this change offered new insights or routines?""]",2024-01-23 21:09:31.601,test10@sreflect
70,"[""Audio"",""With quieter phones and less gym time, what new activities are filling your days, and how do these changes feel?"",""Seeing shifts in your activity and interactions, what new habits can enhance your day-to-day well-being?"",""With quieter phones and less gym time, what new activities are filling your days, and how do these changes feel?""]",2024-01-23 21:44:07.433,test2@sreflect
71,"[""Text"",""Considering you're spending more time at home, how might you create a balance between screen interactions and face-to-face connections?"",""With more time at home and changing social routines, what new hobby or skill could bring a spark of joy into your daily life?"",""Considering you're spending more time at home, how might you create a balance between screen interactions and face-to-face connections?""]",2024-01-24 21:03:13.581,t0001@sreflect
72,"[""Text"",""Given your vibrant mood, what's one new activity you could explore today to match your energy?"",""It seems like you're embracing more digital wind-down time lately. How are you using these moments to recharge, and could this be a new habit to explore?"",""Given your vibrant mood, what's one new activity you could explore today to match your energy?""]",2024-01-24 21:04:01.173,test10@sreflect
73,"[""Audio"",""Seeing more places lately? Share how new environments are sculpting your days. Thanks for sharing!"",""Reflecting on your recent days, can you think of an activity or habit you're thankful for that brings a smile to your face?"",""Seeing more places lately? Share how new environments are sculpting your days. Thanks for sharing!""]",2024-01-24 21:45:06.467,test5@sreflect
74,"[""Text"",""Exploring new places seems to infuse life lately. Share how these adventures shape your well-being and connection with others."",""With quieter phones and less gym time, what new activities are filling your days, and how do these changes feel?"",""Exploring new places seems to infuse life lately. Share how these adventures shape your well-being and connection with others.""]",2024-01-24 21:34:56.920,test2@sreflect
75,"[""Audio"",""Seems you're meeting more people. How are these interactions impacting your mood and studies?"",""Considering you're spending more time at home, how might you create a balance between screen interactions and face-to-face connections?"",""Seems you're meeting more people. How are these interactions impacting your mood and studies?""]",2024-01-25 21:18:39.013,t0001@sreflect
76,"[""Text"",""Thanks for the energy boost! With social habits changing, how might you reinvent connections this week?"",""With the academic term in swing, how have you shown kindness to yourself lately, and can you plan a small, soothing activity for today?"",""Thanks for the energy boost! With social habits changing, how might you reinvent connections this week?""]",2024-01-25 21:02:59.219,test10@sreflect
77,"[""Audio"",""Your phone unlocks are up; what's drawing your attention and how can you incorporate more rewarding offline activities?"",""You’ve been enjoying more walks lately. Reflect on your favorite route and what thoughts come to mind during these strolls."",""Your phone unlocks are up; what's drawing your attention and how can you incorporate more rewarding offline activities?""]",2024-01-25 22:39:52.359,t0001@sreflect
78,"[""Audio"",""What recent act of kindness has brightened your day?"",""Reflecting on the uptick in your screen time, what single activity could you swap out for a quick walk or short conversation with a friend today?"",""What recent act of kindness has brightened your day?""]",2024-01-25 22:41:52.871,t0001@sreflect
79,"[""Audio"",""Your increased home time has upped screen interactions. Can a new offline hobby help balance your digital-social life?"",""Reflecting on the uptick in your screen time, what single activity could you swap out for a quick walk or short conversation with a friend today?"",""Your increased home time has upped screen interactions. Can a new offline hobby help balance your digital-social life?""]",2024-01-25 22:47:56.604,t0001@sreflect
80,"[""Audio"",""Your in-person connections have blossomed! Who have you grown closer to, and how has this affected your daily joy?"",""You're spending less time on calls and more in face-to-face chats. How might this shift affect your sense of connection?"",""Your in-person connections have blossomed! Who have you grown closer to, and how has this affected your daily joy?""]",2024-01-26 21:06:33.635,test2@sreflect
81,"[""Text"",""Noticing you're sending more texts, consider the shift in communication—why might you prefer texting lately over calls?"",""Your screen time's down recently. What offline activities have replaced it, and how have these moments influenced your day?"",""Noticing you're sending more texts, consider the shift in communication—why might you prefer texting lately over calls?""]",2024-01-26 21:09:11.292,test10@sreflect
82,"[""Audio"",""No manual key"",""No auto key"",""Hey there! What's up? Jot down whatever's been buzzing in your head today – random thoughts, cool moments, ups and downs. Your journal, your rules!""]",2024-01-27 06:18:01.346,t0001@sreflect
83,"[""Audio"",""Reflecting on the past week, what personal victories can you celebrate? How have they shaped your outlook and ambitions? Remember, every step forward is progress! 🌱 Keep thriving!"",""Reflect on a challenge you faced this week. How did you handle it, and what did you learn about yourself in the process? Keep growing!"",""Reflecting on the past week, what personal victories can you celebrate? How have they shaped your outlook and ambitions? Remember, every step forward is progress! 🌱 Keep thriving!""]",2024-01-27 23:34:10.198,test2@sreflect
84,"[""Audio"",""You've been more active at the gym lately. How does this commitment to fitness influence your day-to-day energy levels?"",""Noticed you're walking less lately. Have a new favorite gym activity that's keeping you motivated?"",""You've been more active at the gym lately. How does this commitment to fitness influence your day-to-day energy levels?""]",2024-01-28 21:01:58.858,test2@sreflect
85,"[""Audio"",""Noticing fewer texts sent lately - could penning a thoughtful message to someone lift your spirits today?"",""Seeing more time indoors this week, how could you create a cozy nook that boosts your mood? "",""Noticing fewer texts sent lately - could penning a thoughtful message to someone lift your spirits today?""]",2024-01-28 21:31:49.811,t0001@sreflect
86,"[""Text"",""Noticing a rise in walking, how has the increased movement influenced your day-to-day energy and focus?"",""Noticed an uptick in running and walking lately. What new routes or routines have you explored, and how have they influenced your daily flow?"",""Noticing a rise in walking, how has the increased movement influenced your day-to-day energy and focus?""]",2024-01-28 21:05:01.114,test8@sreflect
87,"[""Audio"",""Your gym time is up but your outdoor walks have lessened. Considering our current academic term, how might blending in walks with social catch-ups boost both fitness and morale?"",""Noticing a dip in digital chatter? Share what new hobbies or activities fill your time and how they impact your mood."",""Your gym time is up but your outdoor walks have lessened. Considering our current academic term, how might blending in walks with social catch-ups boost both fitness and morale?""]",2024-01-29 21:32:08.127,test2@sreflect
88,"[""Audio"",""What's one small change you could make tomorrow to feel more connected to your friends?"",""Your walks seem more frequent. How does this reflect on your interaction with others or your own self-care?"",""What's one small change you could make tomorrow to feel more connected to your friends?""]",2024-01-29 21:52:50.082,t0001@sreflect
89,"[""Text"",""Your in-person chatter has amped up lately. How has this shift enhanced your day-to-day experiences?"",""Your in-person conversation numbers are up. Consider how deepening these interactions might enhance your sense of connection."",""Your in-person chatter has amped up lately. How has this shift enhanced your day-to-day experiences?""]",2024-01-30 21:02:35.101,test10@sreflect
90,"[""Audio"",""While your conversation time has dipped, you're visiting more places. How do these solo adventures uplift you?"",""Your increased walking time is intriguing! How has this shift impacted your daily routine and sleep habits?"",""While your conversation time has dipped, you're visiting more places. How do these solo adventures uplift you?""]",2024-01-30 21:28:30.309,test5@sreflect
91,"[""Audio"",""Reflect on the uptick in places you've explored recently. How has that altered your sense of social fulfillment?"",""Have your recent visits to varied locations impacted your routine, and how might focusing on this change affect your well-being?"",""Reflect on the uptick in places you've explored recently. How has that altered your sense of social fulfillment?""]",2024-01-30 21:39:56.135,t0001@sreflect
92,"[""Audio"",""While you're dialing out more, in-person chats and texts have dipped. How's this shift shaping your daily interactions?"",""Your increased outgoing calls contrast with fewer in-person chats. Considering this, what new method could you try tomorrow for a face-to-face catch-up?"",""While you're dialing out more, in-person chats and texts have dipped. How's this shift shaping your daily interactions?""]",2024-01-31 21:38:16.582,t0001@sreflect
93,"[""Text"",""While your outdoor walks have taken a back seat, your running has really picked up the pace. How does the feeling of a good run compare to a leisurely walk for you?"",""Noticing more screen time lately, what new hobby can you start that's off-screen to balance digital with physical activities?"",""While your outdoor walks have taken a back seat, your running has really picked up the pace. How does the feeling of a good run compare to a leisurely walk for you?""]",2024-01-31 21:02:34.489,test2@sreflect
94,"[""Text"",""Seems like you've been walking more! How has that impacted your daily routine and focus?"",""I see you've been walking more lately. How does this shift to more foot-based adventures resonate with you?"",""Seems like you've been walking more! How has that impacted your daily routine and focus?""]",2024-01-31 21:19:53.973,test10@sreflect
95,"[""Text"",""Seems like you've been walking more! How has that impacted your daily routine and focus?"",""Seems like you've been walking more! How has that impacted your daily routine and focus?"",""Seems like you've been walking more! How has that impacted your daily routine and focus?""]",2024-02-01 10:09:10.632,test10@sreflect
96,"[""Audio"",""Spending more time at home usually means more screen time. How could you balance this with your top priority of social interaction?"",""Notice more time spent on calls lately? Reflect on how these longer conversations impact your mood and sense of connection."",""Spending more time at home usually means more screen time. How could you balance this with your top priority of social interaction?""]",2024-02-01 21:07:05.282,t0001@sreflect
97,"[""Text"",""Your mobile trends show less phone use and decreased social engagement. Could this be a purposeful digital detox? How has it impacted your social life?"",""You seem to have had less in-person interaction lately. Could reflecting on recent meaningful conversations highlight their value to you?"",""Your mobile trends show less phone use and decreased social engagement. Could this be a purposeful digital detox? How has it impacted your social life?""]",2024-02-01 21:34:57.970,t0002@sreflect
98,"[""Text"",""Your social interactions have lessened recently. Can you think of a person you haven't caught up with in a while to reconnect with? How might that feel?"",""Noticing a little less chit-chat lately? Share how you've stayed connected."",""Your social interactions have lessened recently. Can you think of a person you haven't caught up with in a while to reconnect with? How might that feel?""]",2024-02-01 21:32:33.181,t0003@sreflect
99,"[""Audio"",""No manual key"",""Your recent interactions are on the rise — how does that align with your wish to boost social connections?"",""Your recent interactions are on the rise — how does that align with your wish to boost social connections?""]",2024-02-02 13:35:47.829,test5@sreflect
