,Unnamed: 0,data,day,uid,data_test,Q1_question,Q1_response
300,300,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1706926055.339;1706926065.919"",""__user_triggered__"":""true""}",2024-02-02 21:07:45.918,t0004@sreflect,"{'Q1': '5', '__name__': 'daily_weekday', 'RespTime_0': '1706926055.339;1706926065.919', '__user_triggered__': 'true'}",How are you feeling?,5
301,301,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1706926242.483;1706926245.173"",""__user_triggered__"":""false""}",2024-02-02 21:10:45.173,t0006@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1706926242.483;1706926245.173', '__user_triggered__': 'false'}",How are you feeling?,4
302,302,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1706925991.778;1706925993.783"",""__user_triggered__"":""false""}",2024-02-02 21:06:33.782,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1706925991.778;1706925993.783', '__user_triggered__': 'false'}",How are you feeling?,4
303,303,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1706926091.990;1706926093.717"",""__user_triggered__"":""true""}",2024-02-02 21:08:13.717,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1706926091.990;1706926093.717', '__user_triggered__': 'true'}",How are you feeling?,4
305,305,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1706926196.090;1706926200.373"",""__user_triggered__"":""false""}",2024-02-02 21:10:00.372,t0005@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1706926196.090;1706926200.373', '__user_triggered__': 'false'}",How are you feeling?,3
315,315,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1706971442.241;1706971444.533"",""__user_triggered__"":""true""}",2024-02-03 09:44:04.532,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1706971442.241;1706971444.533', '__user_triggered__': 'true'}",How are you feeling?,4
342,342,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707012009.050;1707012011.430"",""__user_triggered__"":""false""}",2024-02-03 21:00:11.430,t0003@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707012009.050;1707012011.430', '__user_triggered__': 'false'}",How are you feeling?,4
343,343,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707012454.260;1707012458.223"",""__user_triggered__"":""false""}",2024-02-03 21:07:38.223,t0005@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707012454.260;1707012458.223', '__user_triggered__': 'false'}",How are you feeling?,3
344,344,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707012229.735;1707012232.108"",""__user_triggered__"":""false""}",2024-02-03 21:03:52.108,t0006@sreflect,"{'Q1': '5', '__name__': 'daily_weekday', 'RespTime_0': '1707012229.735;1707012232.108', '__user_triggered__': 'false'}",How are you feeling?,5
345,345,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707013942.746;1707013944.617"",""__user_triggered__"":""false""}",2024-02-03 21:32:24.617,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707013942.746;1707013944.617', '__user_triggered__': 'false'}",How are you feeling?,4
346,346,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707013274.712;1707013276.494"",""__user_triggered__"":""false""}",2024-02-03 21:21:16.493,t0002@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707013274.712;1707013276.494', '__user_triggered__': 'false'}",How are you feeling?,4
347,347,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707015324.459;1707015325.980"",""__user_triggered__"":""true""}",2024-02-03 21:55:25.980,t0002@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707015324.459;1707015325.980', '__user_triggered__': 'true'}",How are you feeling?,4
348,348,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707016361.959;1707016365.897"",""__user_triggered__"":""false""}",2024-02-03 22:12:45.897,t0004@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707016361.959;1707016365.897', '__user_triggered__': 'false'}",How are you feeling?,4
382,382,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707098489.568;1707098492.972"",""__user_triggered__"":""false""}",2024-02-04 21:01:32.971,t0004@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707098489.568;1707098492.972', '__user_triggered__': 'false'}",How are you feeling?,4
383,383,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707099206.546;1707099208.935"",""__user_triggered__"":""false""}",2024-02-04 21:13:28.934,t0003@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707099206.546;1707099208.935', '__user_triggered__': 'false'}",How are you feeling?,3
384,384,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707098594.423;1707098597.114"",""__user_triggered__"":""false""}",2024-02-04 21:03:17.114,t0006@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707098594.423;1707098597.114', '__user_triggered__': 'false'}",How are you feeling?,4
386,386,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707100905.465;1707100909.020"",""__user_triggered__"":""false""}",2024-02-04 21:41:49.019,t0005@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707100905.465;1707100909.020', '__user_triggered__': 'false'}",How are you feeling?,4
387,387,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707103241.336;1707103242.808"",""__user_triggered__"":""false""}",2024-02-04 22:20:42.808,t0002@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707103241.336;1707103242.808', '__user_triggered__': 'false'}",How are you feeling?,4
417,417,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707185082.975;1707185085.785"",""__user_triggered__"":""false""}",2024-02-05 21:04:45.785,t0002@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707185082.975;1707185085.785', '__user_triggered__': 'false'}",How are you feeling?,3
418,418,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707185049.500;1707185053.196"",""__user_triggered__"":""false""}",2024-02-05 21:04:13.197,t0003@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707185049.500;1707185053.196', '__user_triggered__': 'false'}",How are you feeling?,4
419,419,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707185321.842;1707185324.377"",""__user_triggered__"":""false""}",2024-02-05 21:08:44.377,t0005@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707185321.842;1707185324.377', '__user_triggered__': 'false'}",How are you feeling?,4
420,420,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707188468.965;1707188472.719"",""__user_triggered__"":""false""}",2024-02-05 22:01:12.719,t0006@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707188468.965;1707188472.719', '__user_triggered__': 'false'}",How are you feeling?,3
421,421,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707188363.217;1707188377.308"",""__user_triggered__"":""false""}",2024-02-05 21:59:37.308,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707188363.217;1707188377.308', '__user_triggered__': 'false'}",How are you feeling?,4
422,422,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707188435.608;1707188437.216"",""__user_triggered__"":""true""}",2024-02-05 22:00:37.216,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707188435.608;1707188437.216', '__user_triggered__': 'true'}",How are you feeling?,4
423,423,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707189698.436;1707189699.525"",""__user_triggered__"":""true""}",2024-02-05 22:21:39.525,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707189698.436;1707189699.525', '__user_triggered__': 'true'}",How are you feeling?,4
424,424,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707189870.064;1707189873.559"",""__user_triggered__"":""false""}",2024-02-05 22:24:33.559,t0004@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707189870.064;1707189873.559', '__user_triggered__': 'false'}",How are you feeling?,3
444,444,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707247052.773;1707247057.737"",""__user_triggered__"":""true""}",2024-02-06 14:17:37.736,t0009@sreflect,"{'Q1': '5', '__name__': 'daily_weekday', 'RespTime_0': '1707247052.773;1707247057.737', '__user_triggered__': 'true'}",How are you feeling?,5
449,449,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707249905.898;1707249908.536"",""__user_triggered__"":""true""}",2024-02-06 15:05:08.536,t0011@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707249905.898;1707249908.536', '__user_triggered__': 'true'}",How are you feeling?,4
477,477,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707271304,817;1707271314,278"",""__user_triggered__"":""false""}",2024-02-06 21:01:54.278,t0008@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707271304,817;1707271314,278', '__user_triggered__': 'false'}",How are you feeling?,3
478,478,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707271224.040;1707271226.602"",""__user_triggered__"":""false""}",2024-02-06 21:00:26.601,t0009@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707271224.040;1707271226.602', '__user_triggered__': 'false'}",How are you feeling?,4
479,479,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707271299.668;1707271301.400"",""__user_triggered__"":""false""}",2024-02-06 21:01:41.400,t0003@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707271299.668;1707271301.400', '__user_triggered__': 'false'}",How are you feeling?,4
480,480,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707271283.424;1707271285.611"",""__user_triggered__"":""false""}",2024-02-06 21:01:25.611,t0005@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707271283.424;1707271285.611', '__user_triggered__': 'false'}",How are you feeling?,4
481,481,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707270924.104;1707270927.377"",""__user_triggered__"":""true""}",2024-02-06 20:55:27.377,t0010@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707270924.104;1707270927.377', '__user_triggered__': 'true'}",How are you feeling?,4
482,482,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707272175.361;1707272176.449"",""__user_triggered__"":""false""}",2024-02-06 21:16:16.448,t0010@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707272175.361;1707272176.449', '__user_triggered__': 'false'}",How are you feeling?,4
483,483,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707272333.207;1707272335.698"",""__user_triggered__"":""false""}",2024-02-06 21:18:55.697,t0006@sreflect,"{'Q1': '5', '__name__': 'daily_weekday', 'RespTime_0': '1707272333.207;1707272335.698', '__user_triggered__': 'false'}",How are you feeling?,5
484,484,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707272059.202;1707272862.503"",""__user_triggered__"":""false""}",2024-02-06 21:27:42.503,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707272059.202;1707272862.503', '__user_triggered__': 'false'}",How are you feeling?,4
485,485,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707272741.522;1707272752.371"",""__user_triggered__"":""false""}",2024-02-06 21:25:52.371,t0012@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707272741.522;1707272752.371', '__user_triggered__': 'false'}",How are you feeling?,4
487,487,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707275775.421;1707275791.654"",""__user_triggered__"":""false""}",2024-02-06 22:16:31.654,t0004@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707275775.421;1707275791.654', '__user_triggered__': 'false'}",How are you feeling?,4
488,488,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707276598.237;1707276600.190"",""__user_triggered__"":""true""}",2024-02-06 22:30:00.190,t0011@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707276598.237;1707276600.190', '__user_triggered__': 'true'}",How are you feeling?,4
541,541,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707357728,833;1707357733,543"",""__user_triggered__"":""false""}",2024-02-07 21:02:13.542,t0008@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707357728,833;1707357733,543', '__user_triggered__': 'false'}",How are you feeling?,4
542,542,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707357611,007;1707357613,523"",""__user_triggered__"":""false""}",2024-02-07 21:00:13.523,t0011@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707357611,007;1707357613,523', '__user_triggered__': 'false'}",How are you feeling?,4
543,543,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707358570.798;1707358712.833"",""__user_triggered__"":""false""}",2024-02-07 21:18:32.832,t0003@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707358570.798;1707358712.833', '__user_triggered__': 'false'}",How are you feeling?,4
544,544,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707357768.180;1707357771.856"",""__user_triggered__"":""false""}",2024-02-07 21:02:51.855,t0005@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707357768.180;1707357771.856', '__user_triggered__': 'false'}",How are you feeling?,4
545,545,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707358004.414;1707358011.506"",""__user_triggered__"":""false""}",2024-02-07 21:06:51.506,t0006@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707358004.414;1707358011.506', '__user_triggered__': 'false'}",How are you feeling?,4
546,546,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707357605.355;1707357608.039"",""__user_triggered__"":""false""}",2024-02-07 21:00:08.039,t0009@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707357605.355;1707357608.039', '__user_triggered__': 'false'}",How are you feeling?,4
547,547,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707359391.080;1707359392.698"",""__user_triggered__"":""false""}",2024-02-07 21:29:52.697,t0010@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707359391.080;1707359392.698', '__user_triggered__': 'false'}",How are you feeling?,4
548,548,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707358543.158;1707358545.930"",""__user_triggered__"":""false""}",2024-02-07 21:15:45.930,t0012@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707358543.158;1707358545.930', '__user_triggered__': 'false'}",How are you feeling?,4
549,549,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707358499.947;1707358501.428"",""__user_triggered__"":""false""}",2024-02-07 21:15:01.427,t0004@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707358499.947;1707358501.428', '__user_triggered__': 'false'}",How are you feeling?,4
552,552,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707363455.400;1707363456.616"",""__user_triggered__"":""false""}",2024-02-07 22:37:36.615,t0007@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707363455.400;1707363456.616', '__user_triggered__': 'false'}",How are you feeling?,4
556,556,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707365641.078;1707365642.833"",""__user_triggered__"":""true""}",2024-02-07 23:14:02.832,t0002@sreflect,"{'Q1': '2', '__name__': 'daily_weekday', 'RespTime_0': '1707365641.078;1707365642.833', '__user_triggered__': 'true'}",How are you feeling?,2
557,557,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707365681.120;1707365682.275"",""__user_triggered__"":""true""}",2024-02-07 23:14:42.275,t0002@sreflect,"{'Q1': '2', '__name__': 'daily_weekday', 'RespTime_0': '1707365681.120;1707365682.275', '__user_triggered__': 'true'}",How are you feeling?,2
608,608,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444193.966;1707444195.921"",""__user_triggered__"":""false""}",2024-02-08 21:03:15.921,t0012@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707444193.966;1707444195.921', '__user_triggered__': 'false'}",How are you feeling?,4
609,609,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707443490.909;1707443496.178"",""__user_triggered__"":""true""}",2024-02-08 20:51:36.177,t0015@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707443490.909;1707443496.178', '__user_triggered__': 'true'}",How are you feeling?,4
610,610,"{""Q1"":""1"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444211.223;1707444213.814"",""__user_triggered__"":""false""}",2024-02-08 21:03:33.813,t0002@sreflect,"{'Q1': '1', '__name__': 'daily_weekday', 'RespTime_0': '1707444211.223;1707444213.814', '__user_triggered__': 'false'}",How are you feeling?,1
611,611,"{""Q1"":""1"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444613.631;1707444614.471"",""__user_triggered__"":""true""}",2024-02-08 21:10:14.470,t0002@sreflect,"{'Q1': '1', '__name__': 'daily_weekday', 'RespTime_0': '1707444613.631;1707444614.471', '__user_triggered__': 'true'}",How are you feeling?,1
612,612,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444010.818;1707444012.831"",""__user_triggered__"":""false""}",2024-02-08 21:00:12.831,t0004@sreflect,"{'Q1': '5', '__name__': 'daily_weekday', 'RespTime_0': '1707444010.818;1707444012.831', '__user_triggered__': 'false'}",How are you feeling?,5
613,613,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444831.894;1707444836.338"",""__user_triggered__"":""false""}",2024-02-08 21:13:56.338,t0016@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707444831.894;1707444836.338', '__user_triggered__': 'false'}",How are you feeling?,4
614,614,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444502.300;1707444505.138"",""__user_triggered__"":""false""}",2024-02-08 21:08:25.138,t0006@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707444502.300;1707444505.138', '__user_triggered__': 'false'}",How are you feeling?,4
615,615,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444521.785;1707444524.268"",""__user_triggered__"":""true""}",2024-02-08 21:08:44.267,t0006@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707444521.785;1707444524.268', '__user_triggered__': 'true'}",How are you feeling?,4
616,616,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444559.543;1707444560.825"",""__user_triggered__"":""true""}",2024-02-08 21:09:20.825,t0006@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707444559.543;1707444560.825', '__user_triggered__': 'true'}",How are you feeling?,4
617,617,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707444577.081;1707444581.509"",""__user_triggered__"":""false""}",2024-02-08 21:09:41.509,t0010@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707444577.081;1707444581.509', '__user_triggered__': 'false'}",How are you feeling?,3
619,619,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707447089.923;1707447091.315"",""__user_triggered__"":""true""}",2024-02-08 21:51:31.315,t0003@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707447089.923;1707447091.315', '__user_triggered__': 'true'}",How are you feeling?,4
620,620,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707447311.940;1707447314.600"",""__user_triggered__"":""false""}",2024-02-08 21:55:14.599,t0009@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707447311.940;1707447314.600', '__user_triggered__': 'false'}",How are you feeling?,4
621,621,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707447634,027;1707447637,802"",""__user_triggered__"":""false""}",2024-02-08 22:00:37.802,t0011@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707447634,027;1707447637,802', '__user_triggered__': 'false'}",How are you feeling?,4
622,622,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707447626.006;1707447637.179"",""__user_triggered__"":""false""}",2024-02-08 22:00:37.178,t0013@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707447626.006;1707447637.179', '__user_triggered__': 'false'}",How are you feeling?,4
623,623,"{""Q1"":""3"",""__name__"":""daily_weekday"",""RespTime_0"":""1707448161.389;1707448164.141"",""__user_triggered__"":""false""}",2024-02-08 22:09:24.141,t0007@sreflect,"{'Q1': '3', '__name__': 'daily_weekday', 'RespTime_0': '1707448161.389;1707448164.141', '__user_triggered__': 'false'}",How are you feeling?,3
624,624,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707448547,931;1707448549,948"",""__user_triggered__"":""false""}",2024-02-08 22:15:49.947,t0008@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707448547,931;1707448549,948', '__user_triggered__': 'false'}",How are you feeling?,4
625,625,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707449287.913;1707449290.852"",""__user_triggered__"":""false""}",2024-02-08 22:28:10.851,t0005@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707449287.913;1707449290.852', '__user_triggered__': 'false'}",How are you feeling?,4
661,661,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707518278.655;1707518281.389"",""__user_triggered__"":""true""}",2024-02-09 17:38:01.388,t0009@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707518278.655;1707518281.389', '__user_triggered__': 'true'}",How are you feeling?,4
673,673,"{""Q1"":""2"",""__name__"":""daily_weekday"",""RespTime_0"":""1707523247.167;1707523251.008"",""__user_triggered__"":""true""}",2024-02-09 19:00:51.007,t0015@sreflect,"{'Q1': '2', '__name__': 'daily_weekday', 'RespTime_0': '1707523247.167;1707523251.008', '__user_triggered__': 'true'}",How are you feeling?,2
676,676,"{""Q1"":""5"",""__name__"":""daily_weekday"",""RespTime_0"":""1707528476.793;1707528480.862"",""__user_triggered__"":""true""}",2024-02-09 20:28:00.861,t0016@sreflect,"{'Q1': '5', '__name__': 'daily_weekday', 'RespTime_0': '1707528476.793;1707528480.862', '__user_triggered__': 'true'}",How are you feeling?,5
677,677,"{""Q1"":""4"",""__name__"":""daily_weekday"",""RespTime_0"":""1707530450.003;1707530451.573"",""__user_triggered__"":""false""}",2024-02-09 21:00:51.572,t0004@sreflect,"{'Q1': '4', '__name__': 'daily_weekday', 'RespTime_0': '1707530450.003;1707530451.573', '__user_triggered__': 'false'}",How are you feeling?,4
