,Unnamed: 0,data,day,uid,data_test,Q4_question,Q4_response
471,471,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707263782.149;1707263783.792"",""Q4: Balancing screen time with in-person chats this evening may have kept things interesting! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-06 18:56:23.792,t0003@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707263782.149;1707263783.792', 'Q4: Balancing screen time with in-person chats this evening may have kept things interesting! 👍👎': '👍', '__user_triggered__': 'false'}",Balancing screen time with in-person chats this evening may have kept things interesting! 👍👎,👍
472,472,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707262243.407;1707262247.396"",""__user_triggered__"":""false"",""Q4: Sticking to your favorite study spot can really make the pages fly by, right?"":""👍""}",2024-02-06 18:30:47.395,t0006@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707262243.407;1707262247.396', '__user_triggered__': 'false', 'Q4: Sticking to your favorite study spot can really make the pages fly by, right?': '👍'}","Sticking to your favorite study spot can really make the pages fly by, right?",👍
473,473,"{""__name__"":""weekday_nudge_evening"",""Q4: Seems like you've been to a couple of different spots this evening, hope you enjoyed the change of scenery!"":""👍"",""RespTime_0"":""1707264124.060;1707264127.080"",""__user_triggered__"":""false""}",2024-02-06 19:02:07.079,t0009@sreflect,"{'__name__': 'weekday_nudge_evening', ""Q4: Seems like you've been to a couple of different spots this evening, hope you enjoyed the change of scenery!"": '👍', 'RespTime_0': '1707264124.060;1707264127.080', '__user_triggered__': 'false'}","Seems like you've been to a couple of different spots this evening, hope you enjoyed the change of scenery!",👍
474,474,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707265716.845;1707265725.118"",""Q4: Feeling refreshed after spending some time walking this evening?"":""👎"",""__user_triggered__"":""false""}",2024-02-06 19:28:45.118,t0012@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707265716.845;1707265725.118', 'Q4: Feeling refreshed after spending some time walking this evening?': '👎', '__user_triggered__': 'false'}",Feeling refreshed after spending some time walking this evening?,👎
475,475,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707266530.639;1707266536.170"",""__user_triggered__"":""false"",""Q4: Chats at your dorm seem to be brief but sweet this evening! 👍 or 👎"":""👎""}",2024-02-06 19:42:16.171,t0007@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707266530.639;1707266536.170', '__user_triggered__': 'false', 'Q4: Chats at your dorm seem to be brief but sweet this evening! 👍 or 👎': '👎'}",Chats at your dorm seem to be brief but sweet this evening! 👍 or 👎,👎
476,476,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707267010.010;1707267017.871"",""Q4: Engaging in hearty in-person chats at various spots this evening must've been energizing! 👍 or 👎"":""👍"",""__user_triggered__"":""false""}",2024-02-06 19:50:17.871,t0004@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707267010.010;1707267017.871', ""Q4: Engaging in hearty in-person chats at various spots this evening must've been energizing! 👍 or 👎"": '👍', '__user_triggered__': 'false'}",Engaging in hearty in-person chats at various spots this evening must've been energizing! 👍 or 👎,👍
526,526,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707348741.215;1707348758.021"",""__user_triggered__"":""false"",""Q4: Sticking to your favorite study spot can really make the pages fly by, right?"":""👍""}",2024-02-07 18:32:38.023,t0006@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707348741.215;1707348758.021', '__user_triggered__': 'false', 'Q4: Sticking to your favorite study spot can really make the pages fly by, right?': '👍'}","Sticking to your favorite study spot can really make the pages fly by, right?",👍
527,527,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707349037.922;1707349049.832"",""Q4: Feeling like you've had some good chats in cozy corners today! 👍 or 👎?"":""👍"",""__user_triggered__"":""false""}",2024-02-07 18:37:29.832,t0012@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707349037.922;1707349049.832', ""Q4: Feeling like you've had some good chats in cozy corners today! 👍 or 👎?"": '👍', '__user_triggered__': 'false'}",Feeling like you've had some good chats in cozy corners today! 👍 or 👎?,👍
530,530,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707349500.767;1707349515.830"",""Q4: Enjoying a chill session in your dorm, seems like a comfy evening plan!"":""👎"",""__user_triggered__"":""false""}",2024-02-07 18:45:15.829,t0002@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707349500.767;1707349515.830', 'Q4: Enjoying a chill session in your dorm, seems like a comfy evening plan!': '👎', '__user_triggered__': 'false'}","Enjoying a chill session in your dorm, seems like a comfy evening plan!",👎
531,531,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707349791.402;1707349794.960"",""Q4: Taking some time for a deep dive into your studies while staying in one spot might have set you up for an efficient evening. 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-07 18:49:54.960,t0003@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707349791.402;1707349794.960', 'Q4: Taking some time for a deep dive into your studies while staying in one spot might have set you up for an efficient evening. 👍👎': '👍', '__user_triggered__': 'false'}",Taking some time for a deep dive into your studies while staying in one spot might have set you up for an efficient evening. 👍👎,👍
532,532,"{""Q4: Diving deep into studies at your cozy nook this evening could be a brain boost!"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707348982.813;1707348985.861"",""__user_triggered__"":""false""}",2024-02-07 18:36:25.861,t0004@sreflect,"{'Q4: Diving deep into studies at your cozy nook this evening could be a brain boost!': '👍', '__name__': 'weekday_nudge_evening', 'RespTime_0': '1707348982.813;1707348985.861', '__user_triggered__': 'false'}",Diving deep into studies at your cozy nook this evening could be a brain boost!,👍
533,533,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707348923.021;1707348929.549"",""__user_triggered__"":""false"",""Q4: Chill evening chats in a friend's dorm always feel like a reset, don't they?"":""👎""}",2024-02-07 18:35:29.549,t0005@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707348923.021;1707348929.549', '__user_triggered__': 'false', ""Q4: Chill evening chats in a friend's dorm always feel like a reset, don't they?"": '👎'}","Chill evening chats in a friend's dorm always feel like a reset, don't they?",👎
534,534,"{""Q4: Hope your evening stroll brought a change of scenery!"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707349324,804;1707349331,880"",""__user_triggered__"":""false""}",2024-02-07 18:42:11.880,t0008@sreflect,"{'Q4: Hope your evening stroll brought a change of scenery!': '👍', '__name__': 'weekday_nudge_evening', 'RespTime_0': '1707349324,804;1707349331,880', '__user_triggered__': 'false'}",Hope your evening stroll brought a change of scenery!,👍
535,535,"{""Q4: Hope your evening convos sparked some great ideas! 👍 or 👎?"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707350371.901;1707350373.010"",""__user_triggered__"":""false""}",2024-02-07 18:59:33.009,t0010@sreflect,"{'Q4: Hope your evening convos sparked some great ideas! 👍 or 👎?': '👍', '__name__': 'weekday_nudge_evening', 'RespTime_0': '1707350371.901;1707350373.010', '__user_triggered__': 'false'}",Hope your evening convos sparked some great ideas! 👍 or 👎?,👍
536,536,"{""Q4: Feeling like you've had some good chats this evening?"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707349538.667;1707349541.117"",""__user_triggered__"":""false""}",2024-02-07 18:45:41.122,t0009@sreflect,"{""Q4: Feeling like you've had some good chats this evening?"": '👍', '__name__': 'weekday_nudge_evening', 'RespTime_0': '1707349538.667;1707349541.117', '__user_triggered__': 'false'}",Feeling like you've had some good chats this evening?,👍
537,537,"{""Q4: Hopefully that one chat today gave you a little boost! 🗣️😄"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707350017,243;1707350023,618"",""__user_triggered__"":""false""}",2024-02-07 18:53:43.618,t0011@sreflect,"{'Q4: Hopefully that one chat today gave you a little boost! 🗣️😄': '👍', '__name__': 'weekday_nudge_evening', 'RespTime_0': '1707350017,243;1707350023,618', '__user_triggered__': 'false'}",Hopefully that one chat today gave you a little boost! 🗣️😄,👍
538,538,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707351121.689;1707351124.180"",""__user_triggered__"":""false"",""Q4: Felt like a chat champ at the dorm this evening, didn't you?"":""👎""}",2024-02-07 19:12:04.180,t0007@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707351121.689;1707351124.180', '__user_triggered__': 'false', ""Q4: Felt like a chat champ at the dorm this evening, didn't you?"": '👎'}","Felt like a chat champ at the dorm this evening, didn't you?",👎
539,539,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707351711.523;1707351721.205"",""Q4: Enjoyed a change of scenery at a friend's dorm today? 👍👎"":""👎"",""__user_triggered__"":""false""}",2024-02-07 19:22:01.204,t0013@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707351711.523;1707351721.205', ""Q4: Enjoyed a change of scenery at a friend's dorm today? 👍👎"": '👎', '__user_triggered__': 'false'}",Enjoyed a change of scenery at a friend's dorm today? 👍👎,👎
594,594,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707435078.083;1707435079.854"",""Q4: Seems like an evening with good conversation found you at some point! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-08 18:31:19.854,t0005@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707435078.083;1707435079.854', 'Q4: Seems like an evening with good conversation found you at some point! 👍👎': '👍', '__user_triggered__': 'false'}",Seems like an evening with good conversation found you at some point! 👍👎,👍
595,595,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707435010.493;1707435012.766"",""__user_triggered__"":""false"",""Q4: Catching up with someone face to face can be a great way to wind down the evening, right?"":""👍""}",2024-02-08 18:30:12.766,t0009@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707435010.493;1707435012.766', '__user_triggered__': 'false', 'Q4: Catching up with someone face to face can be a great way to wind down the evening, right?': '👍'}","Catching up with someone face to face can be a great way to wind down the evening, right?",👍
596,596,"{""Q4: Feeling like you balanced screen time with in-person chitchat this evening?"":""👍"",""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707435013.994;1707435017.545"",""__user_triggered__"":""false""}",2024-02-08 18:30:17.545,t0010@sreflect,"{'Q4: Feeling like you balanced screen time with in-person chitchat this evening?': '👍', '__name__': 'weekday_nudge_evening', 'RespTime_0': '1707435013.994;1707435017.545', '__user_triggered__': 'false'}",Feeling like you balanced screen time with in-person chitchat this evening?,👍
597,597,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707435005.884;1707435011.609"",""__user_triggered__"":""false"",""Q4: Nailed your focus session in that one spot without many wanderings this evening, huh? 👍 or 👎"":""👎""}",2024-02-08 18:30:11.608,t0012@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707435005.884;1707435011.609', '__user_triggered__': 'false', 'Q4: Nailed your focus session in that one spot without many wanderings this evening, huh? 👍 or 👎': '👎'}","Nailed your focus session in that one spot without many wanderings this evening, huh? 👍 or 👎",👎
598,598,"{""__name__"":""weekday_nudge_evening"",""RespTime_0"":""1707435072.143;1707435081.302"",""Q4: Checking in - seems like you stayed put in one spot for a while this evening. Hope it was a comfy one!"":""👍"",""__user_triggered__"":""false""}",2024-02-08 18:31:21.302,t0016@sreflect,"{'__name__': 'weekday_nudge_evening', 'RespTime_0': '1707435072.143;1707435081.302', 'Q4: Checking in - seems like you stayed put in one spot for a while this evening. Hope it was a comfy one!': '👍', '__user_triggered__': 'false'}",Checking in - seems like you stayed put in one spot for a while this evening. Hope it was a comfy one!,👍
599,599,"{""__name__"":""weekday_nudge_evening"",""Q4: Cafeteria catch-ups are like mini breaks in the day, huh?"":""👍"",""RespTime_0"":""1707435004.184;1707435008.412"",""__user_triggered__"":""false""}",2024-02-08 18:30:08.411,t0002@sreflect,"{'__name__': 'weekday_nudge_evening', 'Q4: Cafeteria catch-ups are like mini breaks in the day, huh?': '👍', 'RespTime_0': '1707435004.184;1707435008.412', '__user_triggered__': 'false'}","Cafeteria catch-ups are like mini breaks in the day, huh?",👍
