,Unnamed: 0,data,day,uid,data_test,Q5_question,Q5_response
492,492,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707278411.750;1707278417.445"",""Q5: Ending the day on a comfy note with some chill conversations? 🛋️😌"":""👎"",""__user_triggered__"":""false""}",2024-02-06 23:00:17.447,t0011@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707278411.750;1707278417.445', 'Q5: Ending the day on a comfy note with some chill conversations? 🛋️😌': '👎', '__user_triggered__': 'false'}",Ending the day on a comfy note with some chill conversations? 🛋️😌,👎
493,493,"{""__name__"":""weekday_nudge_night"",""Q5: Looks like you’ve engaged in some good ol' chit-chat today!"":""👍"",""RespTime_0"":""1707278758.862;1707278776.238"",""__user_triggered__"":""false""}",2024-02-06 23:06:16.237,t0012@sreflect,"{'__name__': 'weekday_nudge_night', ""Q5: Looks like you’ve engaged in some good ol' chit-chat today!"": '👍', 'RespTime_0': '1707278758.862;1707278776.238', '__user_triggered__': 'false'}",Looks like you’ve engaged in some good ol' chit-chat today!,👍
495,495,"{""Q5: Hanging out in the dorms today surely gave you a comfy evening."":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707280525.120;1707280532.630"",""__user_triggered__"":""false""}",2024-02-06 23:35:32.631,t0002@sreflect,"{'Q5: Hanging out in the dorms today surely gave you a comfy evening.': '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707280525.120;1707280532.630', '__user_triggered__': 'false'}",Hanging out in the dorms today surely gave you a comfy evening.,👍
496,496,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707281666.682;1707281674.931"",""__user_triggered__"":""false"",""Q5: Catching up on screen time and using communication apps, you might have wound down your day seamlessly."":""👍""}",2024-02-06 23:54:34.930,t0003@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707281666.682;1707281674.931', '__user_triggered__': 'false', 'Q5: Catching up on screen time and using communication apps, you might have wound down your day seamlessly.': '👍'}","Catching up on screen time and using communication apps, you might have wound down your day seamlessly.",👍
550,550,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364993.242;1707364997.946"",""__user_triggered__"":""false"",""Q5: Settling into a comfortable rhythm at home tonight might have been just what you needed."":""👍""}",2024-02-07 23:03:17.947,t0003@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707364993.242;1707364997.946', '__user_triggered__': 'false', 'Q5: Settling into a comfortable rhythm at home tonight might have been just what you needed.': '👍'}",Settling into a comfortable rhythm at home tonight might have been just what you needed.,👍
551,551,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364803.657;1707364805.536"",""Q5: Your evening must've felt pretty balanced with a mix of moving around and winding down!"":""👍"",""__user_triggered__"":""false""}",2024-02-07 23:00:05.536,t0007@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707364803.657;1707364805.536', ""Q5: Your evening must've felt pretty balanced with a mix of moving around and winding down!"": '👍', '__user_triggered__': 'false'}",Your evening must've felt pretty balanced with a mix of moving around and winding down!,👍
553,553,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364919,420;1707364927,002"",""__user_triggered__"":""false"",""Q5: Feeling like you found a cozy spot and settled in for the evening? 👌🛋️"":""👍""}",2024-02-07 23:02:07.002,t0008@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707364919,420;1707364927,002', '__user_triggered__': 'false', 'Q5: Feeling like you found a cozy spot and settled in for the evening? 👌🛋️': '👍'}",Feeling like you found a cozy spot and settled in for the evening? 👌🛋️,👍
554,554,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364806.318;1707364810.390"",""Q5: Looks like you made time for some steps outside today and still managed a good chat on your phone! 👌🚶‍♂️📱"":""👍"",""__user_triggered__"":""false""}",2024-02-07 23:00:10.391,t0009@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707364806.318;1707364810.390', 'Q5: Looks like you made time for some steps outside today and still managed a good chat on your phone! 👌🚶\u200d♂️📱': '👍', '__user_triggered__': 'false'}",Looks like you made time for some steps outside today and still managed a good chat on your phone! 👌🚶‍♂️📱,👍
555,555,"{""__name__"":""weekday_nudge_night"",""Q5: Exploring new spots on campus today could have been a refreshing change of scenery!"":""👎"",""RespTime_0"":""1707365521.794;1707365524.906"",""__user_triggered__"":""false""}",2024-02-07 23:12:04.905,t0002@sreflect,"{'__name__': 'weekday_nudge_night', 'Q5: Exploring new spots on campus today could have been a refreshing change of scenery!': '👎', 'RespTime_0': '1707365521.794;1707365524.906', '__user_triggered__': 'false'}",Exploring new spots on campus today could have been a refreshing change of scenery!,👎
558,558,"{""Q5: Catching up on communication apps from the comfort of home tonight felt just right!"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707365571.423;1707365575.285"",""__user_triggered__"":""false""}",2024-02-07 23:12:55.285,t0004@sreflect,"{'Q5: Catching up on communication apps from the comfort of home tonight felt just right!': '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707365571.423;1707365575.285', '__user_triggered__': 'false'}",Catching up on communication apps from the comfort of home tonight felt just right!,👍
559,559,"{""Q5: Catching up on your favorite shows must be a nice way to unwind at night!"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364811.166;1707364813.971"",""__user_triggered__"":""false""}",2024-02-07 23:00:13.971,t0005@sreflect,"{'Q5: Catching up on your favorite shows must be a nice way to unwind at night!': '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707364811.166;1707364813.971', '__user_triggered__': 'false'}",Catching up on your favorite shows must be a nice way to unwind at night!,👍
560,560,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364863.971;1707364867.613"",""Q5: Wrapped up your studies and stayed connected through your apps tonight, smooth sailing!"":""👍"",""__user_triggered__"":""false""}",2024-02-07 23:01:07.612,t0006@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707364863.971;1707364867.613', 'Q5: Wrapped up your studies and stayed connected through your apps tonight, smooth sailing!': '👍', '__user_triggered__': 'false'}","Wrapped up your studies and stayed connected through your apps tonight, smooth sailing!",👍
561,561,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707364929.726;1707364933.055"",""__user_triggered__"":""false"",""Q5: Enjoyed some gym time today? 👍👎"":""👎""}",2024-02-07 23:02:13.055,t0013@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707364929.726;1707364933.055', '__user_triggered__': 'false', 'Q5: Enjoyed some gym time today? 👍👎': '👎'}",Enjoyed some gym time today? 👍👎,👎
562,562,"{""Q5: Did you charge your social batteries with interesting conversations today?"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707368026.672;1707368032.884"",""__user_triggered__"":""false""}",2024-02-07 23:53:52.884,t0012@sreflect,"{'Q5: Did you charge your social batteries with interesting conversations today?': '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707368026.672;1707368032.884', '__user_triggered__': 'false'}",Did you charge your social batteries with interesting conversations today?,👍
626,626,"{""__name__"":""weekday_nudge_night"",""Q5: Exploring new places and chatting with pals at social spots today seems like it made your day super social!"":""👍"",""RespTime_0"":""1707451412.723;1707451425.012"",""__user_triggered__"":""false""}",2024-02-08 23:03:45.012,t0004@sreflect,"{'__name__': 'weekday_nudge_night', 'Q5: Exploring new places and chatting with pals at social spots today seems like it made your day super social!': '👍', 'RespTime_0': '1707451412.723;1707451425.012', '__user_triggered__': 'false'}",Exploring new places and chatting with pals at social spots today seems like it made your day super social!,👍
627,627,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451203.803;1707451205.981"",""Q5: Hopping between spots must have kept things interesting today! 👍👎"":""👍"",""__user_triggered__"":""false""}",2024-02-08 23:00:05.982,t0005@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707451203.803;1707451205.981', 'Q5: Hopping between spots must have kept things interesting today! 👍👎': '👍', '__user_triggered__': 'false'}",Hopping between spots must have kept things interesting today! 👍👎,👍
628,628,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451210.084;1707451214.658"",""Q5: Ended the day cozied up at home – hope it felt like the right balance tonight!"":""👍"",""__user_triggered__"":""false""}",2024-02-08 23:00:14.660,t0009@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707451210.084;1707451214.658', 'Q5: Ended the day cozied up at home – hope it felt like the right balance tonight!': '👍', '__user_triggered__': 'false'}",Ended the day cozied up at home – hope it felt like the right balance tonight!,👍
629,629,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451428,311;1707451432,500"",""__user_triggered__"":""false"",""Q5: Your focused time at home today hopefully came with some cozy moments! ☕🛋️"":""👍""}",2024-02-08 23:03:52.500,t0011@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707451428,311;1707451432,500', '__user_triggered__': 'false', 'Q5: Your focused time at home today hopefully came with some cozy moments! ☕🛋️': '👍'}",Your focused time at home today hopefully came with some cozy moments! ☕🛋️,👍
630,630,"{""Q5: Recharged and ready after some time at home tonight?"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451205.962;1707451210.937"",""__user_triggered__"":""false""}",2024-02-08 23:00:10.937,t0012@sreflect,"{'Q5: Recharged and ready after some time at home tonight?': '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707451205.962;1707451210.937', '__user_triggered__': 'false'}",Recharged and ready after some time at home tonight?,👍
631,631,"{""Q5: Engaging with your social and communication apps tonight might have made the time fly by smoothly."":""👎"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451848.299;1707451855.307"",""__user_triggered__"":""false""}",2024-02-08 23:10:55.306,t0003@sreflect,"{'Q5: Engaging with your social and communication apps tonight might have made the time fly by smoothly.': '👎', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707451848.299;1707451855.307', '__user_triggered__': 'false'}",Engaging with your social and communication apps tonight might have made the time fly by smoothly.,👎
632,632,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451537.420;1707451540.152"",""Q5: Catching up on screen time tonight seemed to be on your to-do list!"":""👎"",""__user_triggered__"":""false""}",2024-02-08 23:05:40.153,t0007@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707451537.420;1707451540.152', 'Q5: Catching up on screen time tonight seemed to be on your to-do list!': '👎', '__user_triggered__': 'false'}",Catching up on screen time tonight seemed to be on your to-do list!,👎
633,633,"{""Q5: Catching up on some screen time might have been on your night agenda 📱🌜"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707451292,664;1707451302,390"",""__user_triggered__"":""false""}",2024-02-08 23:01:42.390,t0008@sreflect,"{'Q5: Catching up on some screen time might have been on your night agenda 📱🌜': '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707451292,664;1707451302,390', '__user_triggered__': 'false'}",Catching up on some screen time might have been on your night agenda 📱🌜,👍
634,634,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707453321.761;1707453326.870"",""Q5: Quiet night in with just a touch of social app scrolling sounds like a balanced evening!"":""👎"",""__user_triggered__"":""false""}",2024-02-08 23:35:26.869,t0002@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707453321.761;1707453326.870', 'Q5: Quiet night in with just a touch of social app scrolling sounds like a balanced evening!': '👎', '__user_triggered__': 'false'}",Quiet night in with just a touch of social app scrolling sounds like a balanced evening!,👎
688,688,"{""Q5: Home and friends' dorms seem to have been the cozy hangout spots tonight!"":""👍"",""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707538023.036;1707538027.808"",""__user_triggered__"":""false""}",2024-02-09 23:07:07.808,t0004@sreflect,"{""Q5: Home and friends' dorms seem to have been the cozy hangout spots tonight!"": '👍', '__name__': 'weekday_nudge_night', 'RespTime_0': '1707538023.036;1707538027.808', '__user_triggered__': 'false'}",Home and friends' dorms seem to have been the cozy hangout spots tonight!,👍
689,689,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707537603.341;1707537607.535"",""Q5: Swapping between screens and real-world chats, a true multitasker's evening!"":""👍"",""__user_triggered__"":""false""}",2024-02-09 23:00:07.535,t0005@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707537603.341;1707537607.535', ""Q5: Swapping between screens and real-world chats, a true multitasker's evening!"": '👍', '__user_triggered__': 'false'}","Swapping between screens and real-world chats, a true multitasker's evening!",👍
690,690,"{""__name__"":""weekday_nudge_night"",""Q5: A little night-time app connecting keeps the social juices flowing!"":""👎"",""RespTime_0"":""1707538795.040;1707538802.731"",""__user_triggered__"":""false""}",2024-02-09 23:20:02.732,t0006@sreflect,"{'__name__': 'weekday_nudge_night', 'Q5: A little night-time app connecting keeps the social juices flowing!': '👎', 'RespTime_0': '1707538795.040;1707538802.731', '__user_triggered__': 'false'}",A little night-time app connecting keeps the social juices flowing!,👎
691,691,"{""__name__"":""weekday_nudge_night"",""Q5: Seems like some quality time was spent at your friends' dorms today!"":""👎"",""RespTime_0"":""1707537707.610;1707537741.003"",""__user_triggered__"":""false""}",2024-02-09 23:02:21.003,t0007@sreflect,"{'__name__': 'weekday_nudge_night', ""Q5: Seems like some quality time was spent at your friends' dorms today!"": '👎', 'RespTime_0': '1707537707.610;1707537741.003', '__user_triggered__': 'false'}",Seems like some quality time was spent at your friends' dorms today!,👎
692,692,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707538497.143;1707538501.733"",""__user_triggered__"":""false"",""Q5: Navigated your day with a good mix of chats and quiet moments tonight!"":""👍""}",2024-02-09 23:15:01.733,t0012@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707538497.143;1707538501.733', '__user_triggered__': 'false', 'Q5: Navigated your day with a good mix of chats and quiet moments tonight!': '👍'}",Navigated your day with a good mix of chats and quiet moments tonight!,👍
693,693,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707539957.660;1707539963.280"",""Q5: Wrapped up the day feeling fully recharged after those hearty in-person chats today!"":""👍"",""__user_triggered__"":""false""}",2024-02-09 23:39:23.279,t0002@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707539957.660;1707539963.280', 'Q5: Wrapped up the day feeling fully recharged after those hearty in-person chats today!': '👍', '__user_triggered__': 'false'}",Wrapped up the day feeling fully recharged after those hearty in-person chats today!,👍
695,695,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707538950.493;1707538952.407"",""Q5: Hope you're feeling recharged after some time at home tonight!"":""👍"",""__user_triggered__"":""false""}",2024-02-09 23:22:32.407,t0009@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707538950.493;1707538952.407', ""Q5: Hope you're feeling recharged after some time at home tonight!"": '👍', '__user_triggered__': 'false'}",Hope you're feeling recharged after some time at home tonight!,👍
751,751,"{""__name__"":""weekday_nudge_night"",""RespTime_0"":""1707624009.580;1707624022.126"",""Q5: Looks like your screen had a buddy for some quality time today, hope it was engaging!"":""👍"",""__user_triggered__"":""false""}",2024-02-10 23:00:22.125,t0004@sreflect,"{'__name__': 'weekday_nudge_night', 'RespTime_0': '1707624009.580;1707624022.126', 'Q5: Looks like your screen had a buddy for some quality time today, hope it was engaging!': '👍', '__user_triggered__': 'false'}","Looks like your screen had a buddy for some quality time today, hope it was engaging!",👍
